average_rating,year,DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18
7.618604651162791,2021,24Q153,P.S. 153 Maspeth Elem,0.11,87%,90%,97%,90%,96%,94%,95%,94%,96%,92%,91%,94%,93%,99%,8%,8%,4%,62%
7.274285714285714,2021,25Q154,P.S. 154 Queens,0.26,91%,94%,99%,94%,99%,97%,96%,98%,98%,95%,95%,97%,97%,96%,3%,4%,1%,70%
6.774603174603175,2021,27Q155,P.S. 155,0.06,88%,91%,94%,97%,94%,97%,97%,97%,88%,94%,91%,94%,91%,93%,3%,9%,6%,94%
6.719557195571956,2021,29Q156,P.S. 156 Laurelton,0.05,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%,100%,100%,100%,0%,12%,0%,88%
7.371428571428571,2021,28Q157,J.H.S. 157 Stephen A. Halsey,0.69,95%,93%,99%,96%,99%,99%,99%,99%,97%,98%,97%,99%,98%,99%,1%,5%,2%,38%
7.019704433497537,2021,26Q158,M.S. 158 Marie Curie,0.29,81%,80%,95%,86%,96%,98%,94%,94%,92%,92%,88%,95%,92%,95%,9%,16%,9%,57%
6.910344827586207,2021,26Q159,P.S. 159,0.17,93%,91%,98%,94%,99%,97%,99%,98%,98%,98%,98%,99%,99%,99%,1%,7%,5%,84%
7.0773809523809526,2021,28Q160,P.S. 160 Walter Francis Bishop,0.1,97%,98%,100%,97%,100%,98%,100%,100%,97%,100%,100%,100%,100%,98%,0%,0%,0%,86%
6.291338582677166,2021,28Q161,P.S. 161 Arthur Ashe School,0.33,98%,98%,99%,98%,99%,99%,99%,98%,99%,98%,99%,98%,98%,99%,2%,3%,1%,78%
7.004065040650406,2021,26Q162,P.S. 162 John Golden,0.2,87%,89%,96%,87%,98%,93%,88%,83%,94%,86%,91%,89%,90%,97%,10%,13%,9%,85%
7.168674698795181,2021,25Q163,P.S. 163 Flushing Heights,0.32,91%,96%,98%,94%,98%,96%,96%,95%,99%,97%,94%,97%,96%,99%,3%,9%,3%,68%
7.396039603960396,2021,25Q164,P.S. 164 Queens Valley,0.35,90%,89%,98%,95%,96%,100%,99%,98%,95%,97%,97%,97%,97%,98%,1%,9%,5%,80%
6.644859813084112,2021,25Q165,P.S. 165 Edith K. Bergtraum,0.43,96%,94%,99%,96%,96%,96%,97%,96%,98%,96%,95%,95%,96%,98%,1%,9%,2%,72%
7.341463414634147,2021,30Q166,P.S. 166 Henry Gradstein,0.09,86%,88%,95%,93%,99%,98%,98%,99%,96%,96%,92%,100%,100%,96%,8%,17%,11%,70%
7.026315789473684,2021,28Q167,Metropolitan Expeditionary Learning School,0.11,82%,83%,94%,92%,99%,98%,98%,95%,93%,99%,94%,97%,98%,99%,7%,18%,10%,83%
7.444444444444445,2021,25Q169,P.S. 169 Bay Terrace,0.32,91%,91%,96%,94%,96%,95%,96%,96%,95%,92%,89%,94%,93%,96%,2%,12%,4%,79%
7.455882352941177,2021,84Q170,Peninsula Preparatory Academy Charter School,0.17,96%,96%,98%,98%,98%,98%,98%,98%,98%,100%,100%,100%,100%,100%,0%,2%,0%,95%
7.317757009345795,2021,30Q171,P.S. 171 Peter G. Van Alst,0.08,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,100%,100%,100%,0%,3%,3%,94%
7.378461538461538,2021,26Q172,Irwin Altman Middle School 172,0.3,87%,85%,95%,89%,98%,94%,94%,93%,96%,92%,92%,96%,97%,96%,4%,14%,7%,65%
7.551470588235294,2021,26Q173,P.S. 173 Fresh Meadows,0.29,96%,94%,99%,97%,100%,98%,98%,98%,99%,98%,95%,99%,98%,98%,2%,9%,5%,82%
7.201923076923077,2021,28Q174,P.S. 174 William Sidney Mount,0.3,90%,89%,97%,92%,97%,93%,94%,94%,96%,92%,91%,94%,92%,95%,4%,8%,7%,82%
7.313559322033898,2021,28Q175,P.S. 175 The Lynn Gross Discovery School,0.21,90%,93%,97%,95%,97%,98%,97%,97%,94%,94%,94%,99%,99%,98%,3%,16%,7%,89%
7.6,2021,29Q176,P.S. 176 Cambria Heights,0.21,90%,91%,99%,92%,98%,91%,88%,89%,98%,87%,95%,88%,89%,96%,9%,11%,4%,90%
7.321951219512195,2021,75Q177,P.S. Q177,0.2,91%,91%,98%,96%,97%,95%,95%,95%,96%,92%,95%,94%,98%,99%,2%,7%,5%,70%
6.429319371727749,2021,29Q181,P.S. 181 Brookfield,0.08,62%,62%,88%,71%,96%,83%,79%,78%,87%,75%,88%,87%,81%,91%,8%,18%,9%,91%
7.296992481203008,2021,28Q182,P.S. 182 Samantha Smith,0.08,96%,92%,100%,94%,100%,98%,96%,96%,100%,96%,96%,95%,98%,100%,0%,4%,4%,65%
7.630769230769231,2021,27Q183,P.S. 183 Dr. Richard R. Green,0.04,89%,89%,89%,84%,95%,95%,95%,95%,100%,100%,89%,94%,94%,94%,6%,11%,11%,72%
7.3406113537117905,2021,25Q184,P.S. 184 Flushing Manor,0.8,94%,94%,98%,96%,97%,98%,98%,98%,97%,97%,97%,98%,98%,98%,1%,9%,2%,76%
6.963503649635037,2021,25Q185,J.H.S. 185 Edward Bleeker,0.18,90%,87%,98%,93%,94%,97%,98%,98%,96%,96%,93%,97%,97%,98%,3%,6%,3%,69%
7.034285714285715,2021,26Q186,P.S. 186 Castlewood,0.42,92%,92%,97%,94%,97%,90%,90%,92%,96%,88%,93%,95%,96%,98%,3%,6%,3%,81%
7.280487804878049,2021,26Q188,P.S. 188 Kingsbury,0.48,96%,95%,99%,97%,99%,98%,98%,98%,97%,95%,95%,97%,96%,98%,2%,7%,3%,91%
7.204545454545454,2021,25Q189,J.H.S. 189 Daniel Carter Beard,0.22,87%,87%,94%,92%,96%,95%,94%,97%,94%,94%,92%,97%,98%,96%,6%,12%,7%,55%
7.304347826086956,2021,28Q190,J.H.S. 190 Russell Sage,0.16,82%,79%,94%,84%,97%,92%,91%,92%,84%,90%,86%,91%,91%,96%,12%,21%,10%,67%
7.397849462365591,2021,26Q191,P.S. 191 Mayflower,0.39,94%,96%,96%,98%,97%,98%,98%,98%,99%,98%,97%,99%,99%,100%,1%,5%,5%,79%
7.0227272727272725,2021,29Q192,I.S. 192 The Linden,0.17,79%,80%,94%,86%,94%,95%,92%,92%,96%,91%,91%,92%,91%,96%,6%,16%,8%,62%
6.954545454545454,2021,25Q193,P.S. 193 Alfred J. Kennedy,0.32,95%,96%,97%,97%,98%,91%,94%,93%,97%,91%,97%,91%,89%,98%,1%,3%,0%,91%
7.483870967741935,2021,25Q194,J.H.S. 194 William Carr,0.29,86%,81%,95%,91%,94%,96%,96%,96%,92%,96%,92%,97%,96%,96%,7%,15%,8%,65%
7.124352331606218,2021,29Q195,P.S. 195 William Haberle,0.07,93%,97%,100%,97%,100%,100%,100%,100%,96%,100%,100%,100%,100%,100%,0%,15%,4%,86%
7.103448275862069,2021,28Q196,P.S. 196 Grand Central Parkway,0.64,94%,93%,97%,96%,97%,97%,97%,96%,97%,95%,93%,98%,97%,98%,3%,10%,5%,63%
7.05,2021,27Q197,P.S. 197 The Ocean School,0.05,90%,91%,100%,95%,100%,100%,95%,95%,100%,95%,100%,100%,100%,100%,14%,5%,0%,77%
7.047058823529412,2021,24Q199,P.S. 199 Maurice A. Fitzgerald,0.18,90%,90%,96%,90%,92%,94%,96%,95%,97%,96%,97%,97%,97%,98%,3%,11%,6%,78%
7.71078431372549,2021,27Q202,J.H.S. 202 Robert H. Goddard,0.34,88%,85%,96%,91%,95%,97%,95%,96%,96%,94%,92%,96%,94%,99%,4%,10%,6%,70%
6.990825688073395,2021,26Q203,P.S. 203 Oakland Gardens,0.21,90%,92%,98%,92%,99%,93%,93%,91%,96%,92%,91%,95%,95%,96%,6%,12%,6%,84%
7.385416666666667,2021,30Q204,I.S. 204 Oliver W. Holmes,0.81,90%,90%,98%,89%,96%,91%,90%,91%,92%,87%,91%,90%,88%,93%,7%,14%,4%,56%
7.410714285714286,2021,26Q205,P.S. 205 Alexander Graham Bell,0.51,94%,93%,99%,98%,100%,98%,98%,98%,95%,97%,95%,99%,98%,99%,1%,9%,5%,76%
7.574162679425838,2021,28Q206,P.S. 206 The Horace Harding School,0.11,83%,85%,100%,93%,97%,98%,100%,100%,97%,98%,93%,100%,100%,98%,5%,7%,4%,85%
6.923076923076923,2021,27Q207,P.S. 207 Rockwood Park,0.1,85%,83%,95%,84%,98%,89%,89%,89%,98%,88%,86%,92%,90%,98%,8%,29%,8%,84%
7.017142857142857,2021,29Q208,P.S./I.S. 208,0.15,94%,95%,97%,96%,100%,95%,94%,93%,98%,94%,99%,96%,97%,97%,7%,9%,4%,84%
7.695652173913044,2021,25Q209,P.S. 209 Clearview Gardens,0.51,88%,92%,95%,88%,96%,89%,91%,91%,97%,89%,93%,92%,91%,98%,10%,10%,4%,70%
7.349344978165939,2021,27Q210,J.H.S. 210 Elizabeth Blackwell,0.12,75%,75%,94%,82%,92%,95%,94%,94%,90%,89%,87%,93%,88%,94%,8%,15%,11%,44%
7.450617283950617,2021,24Q211,Elm Tree Elementary School,0.81,94%,94%,97%,96%,98%,97%,97%,97%,97%,95%,96%,98%,95%,98%,3%,6%,4%,77%
7.361842105263157,2021,30Q212,P.S. 212,0.65,95%,95%,99%,95%,98%,95%,94%,95%,97%,92%,96%,95%,94%,98%,3%,6%,2%,79%
7.255681818181818,2021,26Q213,P.S. 213 The Carl Ullman School,0.32,93%,91%,95%,95%,97%,98%,97%,95%,95%,96%,95%,95%,96%,96%,3%,8%,5%,81%
7.358333333333333,2021,25Q214,P.S. 214 Cadwallader Colden,0.09,94%,97%,97%,91%,94%,94%,97%,94%,100%,93%,97%,94%,94%,93%,3%,0%,0%,76%
7.509157509157509,2021,26Q216,J.H.S. 216 George J. Ryan,0.15,78%,77%,91%,82%,93%,87%,89%,89%,91%,86%,82%,90%,91%,96%,18%,20%,12%,80%
7.498084291187739,2021,28Q217,J.H.S. 217 Robert A. Van Wyck,0.51,86%,83%,96%,91%,94%,96%,96%,95%,95%,93%,93%,96%,96%,95%,7%,11%,5%,57%
6.922330097087379,2021,25Q219,P.S. 219 Paul Klapper,0.24,95%,96%,99%,96%,98%,97%,96%,97%,98%,96%,96%,97%,97%,99%,1%,7%,1%,87%
7.506329113924051,2021,28Q220,P.S. 220 Edward Mandel,0.14,87%,87%,94%,87%,97%,86%,95%,88%,92%,87%,91%,93%,92%,97%,13%,18%,11%,81%
7.121621621621622,2021,26Q221,P.S. 221 The North Hills School,0.32,97%,96%,98%,99%,100%,99%,100%,100%,99%,100%,97%,99%,99%,100%,1%,8%,4%,79%
6.979020979020979,2021,27Q223,P.S. 223 Lyndon B. Johnson,0.23,93%,93%,95%,93%,95%,96%,95%,96%,93%,92%,93%,95%,95%,96%,5%,4%,2%,86%
7.034285714285715,2021,75Q224,P.S. Q224,0.36,92%,92%,97%,94%,95%,96%,95%,95%,96%,94%,94%,96%,94%,98%,1%,8%,3%,79%
6.780669144981412,2021,27Q226,J.H.S. 226 Virgil I. Grissom,0.24,86%,82%,95%,87%,94%,95%,95%,92%,88%,91%,87%,93%,93%,91%,8%,8%,9%,75%
7.4769736842105265,2021,30Q227,I.S. 227 Louis Armstrong,0.26,84%,83%,96%,90%,96%,95%,96%,96%,92%,94%,92%,98%,98%,98%,8%,10%,6%,68%
7.220338983050848,2021,24Q229,P.S. 229 Emanuel Kaplan,0.4,95%,95%,98%,97%,98%,99%,98%,98%,97%,97%,96%,97%,97%,97%,2%,7%,4%,74%
7.583850931677019,2021,30Q230,I.S. 230,0.15,82%,87%,98%,91%,96%,98%,98%,98%,94%,94%,93%,96%,95%,99%,7%,7%,4%,62%
7.374233128834356,2021,27Q232,P.S. 232 Lindenwood,0.13,89%,92%,96%,94%,98%,96%,97%,96%,93%,91%,92%,98%,94%,99%,3%,9%,5%,67%
7.026315789473684,2021,75Q233,P.S. Q233,0.24,94%,98%,99%,98%,97%,100%,99%,99%,97%,97%,97%,97%,97%,98%,1%,3%,2%,75%
7.294964028776978,2021,30Q234,P.S. 234,0.6,95%,94%,99%,97%,98%,97%,96%,98%,95%,96%,96%,96%,96%,97%,2%,8%,3%,84%
7.198347107438017,2021,25Q237,I.S. 237,0.11,81%,81%,95%,85%,89%,95%,94%,94%,89%,92%,87%,95%,96%,95%,8%,18%,6%,46%
7.511450381679389,2021,29Q238,I.S. 238 - Susan B. Anthony Academy,0.29,82%,78%,94%,87%,97%,98%,97%,98%,93%,96%,91%,97%,96%,94%,6%,16%,11%,61%
7.434782608695652,2021,24Q239,P.S. 239,0.13,92%,89%,100%,97%,100%,98%,100%,100%,100%,98%,100%,100%,100%,100%,2%,3%,3%,75%
7.366279069767442,2021,25Q240,Veritas Academy,0.13,84%,81%,100%,91%,95%,97%,99%,97%,95%,94%,98%,93%,93%,98%,14%,8%,4%,45%
7.391752577319588,2021,25Q244,The Active Learning Elementary School,0.33,96%,94%,98%,98%,99%,98%,98%,98%,96%,98%,95%,98%,99%,98%,1%,4%,1%,92%
6.781818181818182,2021,29Q248,Queens Preparatory Academy,0.06,92%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,92%,92%,82%,8%,8%,8%,92%
6.706122448979592,2021,29Q251,P.S. 251 Queens,0.05,93%,93%,93%,87%,93%,92%,93%,92%,93%,91%,93%,91%,92%,91%,7%,7%,7%,53%
7.17948717948718,2021,21K253,P.S. 253,0.49,95%,95%,98%,96%,96%,98%,98%,98%,96%,97%,96%,97%,97%,99%,2%,5%,2%,76%
7.17948717948718,2021,27Q253,P.S. 253,0.37,92%,93%,98%,93%,96%,97%,93%,96%,96%,93%,95%,93%,91%,93%,6%,5%,2%,81%
6.62406015037594,2021,27Q254,P.S. 254 - The Rosa Parks School,0.27,93%,93%,98%,93%,97%,97%,95%,97%,96%,97%,95%,97%,97%,99%,3%,7%,3%,84%
7.368421052631579,2021,75Q255,P.S. Q255,0.18,94%,96%,98%,93%,98%,98%,98%,98%,96%,96%,96%,99%,97%,97%,1%,8%,1%,81%
7.385416666666667,2021,30Q258,Energy Tech High School,0.28,94%,91%,97%,98%,98%,99%,99%,99%,98%,98%,98%,98%,95%,97%,1%,6%,2%,73%
7.204545454545454,2021,25Q263,Flushing International High School,0.16,94%,89%,97%,95%,95%,97%,97%,97%,93%,93%,95%,95%,97%,100%,3%,5%,0%,77%
6.781818181818182,2021,29Q265,Excelsior Preparatory High School,0.04,100%,80%,100%,93%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,0%,7%,0%,73%
7.046052631578948,2021,26Q266,P.S./I.S. 266,0.31,93%,91%,95%,96%,98%,98%,96%,96%,96%,97%,93%,97%,98%,97%,2%,10%,5%,88%
7.321637426900585,2021,29Q268,P.S./I.S. 268,0.24,87%,88%,96%,92%,98%,96%,95%,93%,95%,89%,91%,95%,93%,97%,8%,9%,6%,71%
6.89247311827957,2021,29Q270,The Gordon Parks School,0.21,90%,91%,97%,92%,97%,97%,96%,96%,97%,96%,95%,98%,97%,98%,6%,14%,5%,91%
6.612903225806452,2021,27Q273,P.S. 273,0.25,92%,96%,96%,92%,93%,99%,97%,99%,93%,96%,97%,97%,97%,94%,7%,4%,3%,92%
6.510869565217392,2021,75Q277,The Riverview School,0.29,95%,96%,99%,96%,100%,98%,98%,98%,96%,97%,96%,97%,96%,98%,2%,7%,5%,71%
7.310541310541311,2021,30Q280,P.S. 280,0.49,94%,97%,97%,96%,97%,98%,98%,98%,97%,97%,96%,98%,98%,97%,4%,7%,3%,88%
6.784090909090909,2021,28Q284,York Early College Academy,0.37,94%,93%,97%,95%,97%,97%,97%,97%,95%,96%,94%,97%,97%,97%,3%,1%,0%,91%
6.784090909090909,2021,28Q287,The Emerson School,0.04,73%,73%,92%,71%,100%,93%,92%,92%,91%,75%,80%,90%,92%,90%,21%,21%,8%,53%
6.719557195571956,2021,29Q289,Queens United Middle School,0.11,100%,89%,94%,94%,100%,95%,95%,95%,100%,95%,95%,100%,95%,100%,5%,11%,11%,89%
7.175,2021,30Q291,Hunters Point Community Middle School,0.42,91%,91%,95%,92%,97%,96%,95%,95%,91%,93%,93%,96%,95%,98%,2%,5%,2%,83%
7.319148936170213,2021,24Q293,Civic Leadership Academy,0.52,91%,90%,99%,93%,99%,99%,98%,98%,97%,95%,96%,98%,98%,99%,4%,6%,3%,62%
7.19496855345912,2021,29Q295,P.S./I.S. 295,0.49,90%,91%,96%,92%,91%,95%,93%,93%,97%,90%,93%,94%,93%,99%,5%,13%,8%,63%
7.319148936170213,2021,24Q296,Pan American International High School,0.46,98%,98%,100%,100%,100%,100%,99%,100%,99%,99%,99%,99%,99%,100%,2%,4%,1%,85%
6.780669144981412,2021,27Q297,Hawtree Creek Middle School,0.33,96%,98%,98%,98%,98%,98%,98%,98%,98%,98%,99%,97%,98%,97%,1%,2%,0%,95%
7.393333333333333,2021,84Q298,Middle Village Prep Charter School,0.17,99%,96%,98%,97%,99%,97%,99%,97%,97%,97%,95%,98%,95%,95%,3%,2%,0%,81%
6.950354609929078,2021,24Q299,Bard High School Early College Queens,0.09,83%,76%,93%,80%,95%,87%,87%,85%,82%,85%,88%,92%,86%,100%,14%,10%,3%,80%
7.33810888252149,2021,24Q307,Pioneer Academy,0.32,88%,90%,96%,93%,96%,97%,95%,94%,96%,96%,95%,95%,93%,95%,6%,7%,4%,75%
7.435483870967742,2021,28Q310,Queens Collegiate: A College Board School,0.05,82%,76%,97%,81%,94%,100%,97%,94%,85%,94%,84%,97%,97%,80%,12%,14%,7%,70%
7.361930294906166,2021,24Q311,Corona Arts & Sciences Academy,0.15,88%,84%,98%,94%,98%,98%,96%,98%,96%,98%,95%,95%,94%,99%,1%,6%,5%,85%
6.780669144981412,2021,27Q314,Epic High School - South,0.06,100%,88%,100%,100%,96%,100%,100%,96%,94%,100%,91%,100%,96%,100%,9%,8%,0%,69%
7.064516129032258,2021,26Q315,Business Technology Early College High School,0.26,94%,90%,99%,97%,98%,98%,99%,99%,98%,98%,98%,98%,98%,97%,2%,7%,1%,90%
7.665116279069768,2021,27Q316,Queens Explorers Elementary School,0.21,95%,94%,98%,98%,99%,98%,93%,95%,97%,97%,95%,96%,97%,100%,2%,6%,3%,87%
7.366666666666666,2021,27Q318,Waterside School For Leadership,0.38,92%,86%,99%,92%,99%,94%,94%,94%,95%,90%,87%,97%,97%,95%,4%,7%,1%,77%
7.1923076923076925,2021,27Q319,Village Academy,0.4,93%,91%,97%,93%,95%,98%,97%,95%,96%,98%,96%,93%,94%,98%,4%,12%,6%,67%
7.078947368421052,2021,84Q321,Growing Up Green Charter School,0.02,100%,95%,100%,100%,100%,95%,95%,95%,100%,94%,100%,100%,100%,100%,0%,0%,0%,89%
7.571428571428571,2021,27Q323,Scholars' Academy,0.36,92%,91%,97%,94%,99%,97%,98%,99%,95%,96%,94%,97%,98%,98%,3%,14%,4%,76%
7.435483870967742,2021,28Q325,Hillside Arts & Letters Academy,0.3,89%,88%,94%,89%,96%,92%,92%,92%,92%,88%,90%,93%,91%,98%,8%,8%,2%,51%
7.382608695652173,2021,29Q326,Cambria Heights Academy,0.16,100%,95%,96%,98%,98%,100%,98%,100%,94%,98%,94%,98%,98%,98%,0%,3%,2%,90%
7.4147286821705425,2021,30Q329,East Elmhurst Community School,0.82,96%,96%,98%,98%,98%,98%,98%,98%,98%,97%,97%,99%,98%,98%,0%,2%,1%,86%
7.1524663677130045,2021,24Q330,Helen M. Marshall School,0.19,92%,98%,99%,94%,98%,97%,94%,95%,96%,91%,92%,95%,95%,100%,7%,6%,4%,86%
6.699530516431925,2021,28Q332,Redwood Middle School,0.06,94%,83%,82%,83%,94%,89%,89%,89%,88%,94%,94%,93%,100%,100%,6%,6%,11%,76%
7.536585365853658,2021,27Q333,Goldie Maple Academy,0.03,82%,91%,91%,82%,100%,82%,82%,82%,90%,80%,82%,91%,82%,100%,20%,27%,18%,91%
7.627118644067797,2021,84Q340,Challenge Preparatory Charter School,0.01,86%,86%,86%,86%,86%,100%,86%,100%,86%,100%,100%,83%,100%,100%,29%,14%,14%,86%
7.61038961038961,2021,27Q351,Rockaway Collegiate High School,0.14,87%,87%,95%,85%,97%,95%,97%,95%,94%,91%,94%,97%,91%,94%,8%,5%,5%,54%
6.706122448979592,2021,29Q355,Collaborative Arts Middle School,0.3,93%,86%,95%,93%,97%,97%,96%,96%,92%,93%,94%,98%,96%,97%,3%,6%,3%,74%
6.706122448979592,2021,29Q356,Community Voices Middle School,0.22,87%,84%,97%,91%,99%,99%,88%,93%,97%,94%,94%,97%,98%,96%,10%,16%,14%,76%
7.236111111111111,2021,28Q358,M.S. 358,0.28,94%,92%,99%,95%,98%,97%,97%,98%,99%,97%,93%,98%,95%,99%,4%,8%,4%,75%
6.847953216374269,2021,10X360,P.S. 360,0.39,98%,98%,98%,97%,99%,97%,96%,95%,98%,95%,98%,96%,96%,99%,1%,3%,0%,83%
6.847953216374269,2021,29Q360,P.S. 360,0.17,94%,92%,96%,94%,96%,91%,91%,94%,96%,90%,90%,91%,91%,96%,0%,8%,0%,91%
7.577319587628866,2021,30Q361,The Woodside Community School,0.64,96%,95%,99%,97%,98%,99%,99%,99%,98%,98%,98%,99%,99%,97%,3%,4%,2%,86%
7.555555555555555,2021,27Q362,Wave Preparatory Elementary School,0.05,82%,91%,100%,86%,91%,82%,91%,91%,95%,89%,86%,94%,79%,100%,5%,5%,4%,78%
7.009569377990431,2021,26Q376,P.S. 376,0.77,96%,96%,98%,96%,99%,97%,97%,96%,98%,96%,97%,97%,97%,98%,1%,4%,1%,81%
7.009569377990431,2021,32K376,P.S. 376,0.51,87%,91%,96%,94%,95%,93%,94%,93%,94%,89%,95%,97%,97%,96%,4%,3%,3%,77%
8.126126126126126,2021,27Q377,P.S. 377,0.4,97%,97%,98%,97%,99%,97%,99%,99%,97%,97%,98%,97%,98%,99%,1%,5%,3%,88%
6.411764705882353,2021,25Q379,College Point Collaborative,0.22,89%,91%,98%,92%,97%,98%,97%,96%,93%,94%,93%,96%,96%,97%,2%,6%,4%,74%
7.22072072072072,2021,84Q380,Forte Preparatory Academy Charter School,0.89,95%,92%,100%,97%,99%,99%,97%,98%,97%,97%,96%,98%,98%,99%,2%,6%,4%,84%
6.964539007092198,2021,30Q384,P.S. 384,0.8,87%,87%,100%,90%,100%,96%,96%,96%,93%,91%,97%,96%,93%,100%,4%,5%,7%,80%
6.980988593155893,2021,84Q385,Elm Community Charter School,0.85,97%,96%,98%,97%,98%,97%,96%,97%,98%,97%,98%,98%,98%,98%,2%,2%,2%,96%
7.415,2021,84Q386,Our World Neighborhood Charter School 2,0.1,96%,96%,100%,100%,96%,96%,96%,96%,100%,90%,100%,100%,100%,100%,0%,0%,0%,96%
7.506912442396313,2021,84Q387,Valence College Preparatory Charter School,0.27,100%,97%,98%,98%,100%,98%,98%,98%,100%,100%,97%,98%,95%,96%,3%,3%,0%,83%
6.902527075812275,2021,27Q400,August Martin High School,0.03,73%,45%,91%,91%,100%,100%,91%,100%,100%,100%,75%,100%,89%,100%,12%,22%,11%,82%
7.147058823529412,2021,26Q415,Benjamin N. Cardozo High School,0.08,75%,76%,94%,83%,96%,91%,89%,87%,91%,88%,84%,86%,87%,92%,11%,19%,10%,62%
6.922330097087379,2021,25Q425,John Bowne High School,0.07,82%,79%,95%,86%,96%,94%,94%,92%,93%,92%,91%,96%,95%,97%,11%,17%,6%,57%
7.496402877697841,2021,26Q430,Francis Lewis High School,0.06,87%,84%,95%,89%,96%,98%,97%,98%,96%,96%,91%,96%,96%,97%,5%,13%,3%,56%
7.064516129032258,2021,26Q435,Martin Van Buren High School,0.03,86%,86%,94%,86%,100%,97%,91%,94%,94%,87%,93%,91%,90%,93%,9%,9%,3%,60%
7.212121212121212,2021,28Q440,Forest Hills High School,0.05,73%,74%,97%,79%,97%,94%,91%,94%,89%,90%,85%,92%,93%,92%,17%,16%,7%,70%
7.611510791366906,2021,30Q445,William Cullen Bryant High School,0.07,95%,83%,98%,91%,98%,96%,96%,94%,94%,94%,92%,95%,94%,96%,7%,11%,7%,68%
7.417910447761194,2021,30Q450,Long Island City High School,0.03,89%,85%,96%,92%,98%,94%,96%,96%,96%,93%,94%,98%,96%,90%,9%,22%,10%,60%
7.234986945169712,2021,24Q455,Newtown High School,0.18,84%,84%,99%,90%,95%,98%,96%,95%,94%,92%,92%,97%,96%,96%,4%,10%,5%,53%
7.366279069767442,2021,25Q460,Flushing High School,0.16,92%,90%,96%,93%,98%,97%,95%,97%,96%,93%,92%,95%,95%,96%,3%,5%,3%,52%
6.548387096774194,2021,27Q475,Richmond Hill High School,0.05,80%,79%,94%,84%,94%,96%,94%,98%,95%,94%,95%,94%,96%,97%,6%,8%,4%,58%
7.693227091633466,2021,27Q480,John Adams High School,0.2,88%,88%,98%,90%,97%,95%,96%,96%,95%,92%,92%,96%,95%,93%,3%,9%,3%,60%
7.502369668246446,2021,24Q485,Grover Cleveland High School,0.09,86%,83%,99%,90%,99%,97%,97%,98%,93%,92%,90%,97%,94%,96%,7%,15%,4%,49%
7.054347826086956,2021,26Q495,Bayside High School,0.18,84%,82%,95%,87%,96%,93%,93%,94%,92%,90%,87%,91%,90%,94%,7%,16%,6%,49%
6.7388059701492535,2021,29Q498,Humanities & Arts Magnet High School,0.1,89%,78%,95%,83%,95%,94%,86%,92%,94%,88%,91%,89%,88%,96%,8%,11%,3%,65%
6.948275862068965,2021,30Q502,Information Technology High School,0.04,90%,83%,98%,90%,95%,93%,95%,95%,86%,89%,92%,100%,100%,100%,8%,21%,5%,66%
7.327586206896552,2021,28Q505,Hillcrest High School,0.16,88%,87%,96%,89%,95%,96%,95%,95%,94%,90%,90%,95%,95%,95%,6%,14%,8%,56%
6.794392523364486,2021,25Q525,Townsend Harris High School,0.08,88%,85%,97%,92%,98%,97%,94%,95%,93%,93%,91%,95%,96%,99%,5%,8%,4%,77%
7.088709677419355,2021,30Q555,Newcomers High School,0.28,94%,91%,97%,93%,97%,97%,96%,96%,95%,97%,94%,98%,96%,98%,4%,10%,5%,76%
7.314540059347181,2021,24Q585,Maspeth High School,0.12,94%,88%,97%,94%,97%,94%,96%,96%,98%,91%,94%,98%,96%,99%,2%,6%,3%,45%
7.147058823529412,2021,24Q600,Queens Technical High School,0.05,85%,76%,92%,91%,96%,96%,95%,95%,94%,95%,94%,95%,97%,96%,8%,18%,6%,65%
7.059322033898305,2021,24Q610,Aviation Career & Technical Education High School,0.51,85%,80%,96%,87%,95%,97%,95%,96%,90%,93%,89%,96%,95%,97%,5%,14%,9%,48%
7.277310924369748,2021,25Q670,Robert F. Kennedy Community High School,0.13,88%,81%,94%,85%,95%,94%,92%,92%,88%,90%,88%,95%,92%,94%,5%,21%,9%,51%
7.026315789473684,2021,28Q686,Queens Metropolitan High School,0.08,89%,85%,95%,92%,95%,93%,93%,94%,90%,88%,92%,89%,90%,93%,9%,10%,4%,83%
7.434903047091413,2021,84Q705,Renaissance Charter School,0.43,93%,89%,98%,95%,98%,94%,92%,90%,96%,93%,94%,93%,93%,97%,6%,9%,3%,89%
7.25,2021,84Q706,Our World Neighborhood Charter School,0.21,93%,94%,96%,96%,99%,95%,95%,95%,99%,97%,97%,97%,97%,99%,6%,8%,4%,84%
7.357377049180328,2021,75Q721,John F. Kennedy Jr. School,0.13,91%,92%,97%,94%,95%,94%,94%,95%,97%,97%,97%,98%,97%,98%,2%,6%,3%,81%
6.905172413793103,2021,75Q752,Queens Transition Center,0.04,94%,81%,81%,81%,100%,75%,69%,75%,87%,71%,73%,67%,71%,75%,14%,33%,20%,50%
7.464912280701754,2021,25Q792,North Queens Community High School,0.1,100%,100%,100%,100%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,70%
