DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,,,,,,,,,,,,
32K291,J.H.S. 291 ROLAND HAYES,44%,98%,97%,100%,98%,99%,100%,99%,98%,96%,99%,96%,98%,98%,96%,98%,97%,96%,93%,,,,,,,,,,,,
32K299,P.S. 299 THOMAS WARREN FIELD,100%,96%,95%,95%,94%,95%,95%,93%,93%,94%,94%,89%,95%,95%,96%,95%,92%,92%,94%,,,,,,,,,,,,
32K347,I.S. 347 SCHOOL OF HUMANITIES,42%,87%,91%,92%,92%,95%,93%,93%,91%,94%,95%,93%,90%,91%,87%,93%,93%,94%,85%,,,,,,,,,,,,
32K349,"I.S. 349 MATH, SCIENCE & TECH.",66%,89%,90%,96%,93%,98%,95%,92%,92%,92%,93%,94%,93%,94%,93%,96%,96%,95%,82%,,,,,,,,,,,,
32K376,P.S. 376,85%,94%,96%,99%,95%,98%,97%,95%,96%,98%,93%,96%,94%,95%,98%,95%,96%,97%,90%,,,,,,,,,,,,
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,66%,89%,94%,95%,94%,97%,93%,93%,89%,94%,93%,90%,93%,92%,92%,91%,92%,92%,83%,,,,,,,,,,,,
32K383,J.H.S. 383 PHILIPPA SCHUYLER,46%,88%,88%,98%,91%,96%,97%,95%,96%,94%,93%,93%,97%,96%,96%,94%,96%,96%,91%,,,,,,,,,,,,
32K384,P.S. /I.S. 384 FRANCES E. CARTER,59%,91%,88%,96%,92%,97%,96%,95%,94%,92%,96%,91%,94%,91%,89%,95%,92%,94%,92%,,,,,,,,,,,,
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,91%,93%,93%,96%,95%,98%,97%,95%,95%,96%,95%,96%,96%,94%,96%,97%,96%,94%,82%,,,,,,,,,,,,
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,23%,92%,93%,96%,94%,96%,95%,94%,95%,95%,96%,90%,93%,93%,94%,98%,98%,97%,86%,,,,,,,,,,,,
32K549,THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE,49%,95%,94%,95%,95%,96%,95%,94%,94%,95%,94%,95%,93%,94%,95%,94%,96%,96%,81%,,,,,,,,,,,,
32K552,THE ACADEMY OF URBAN PLANNING AND ENGINEERING,83%,93%,94%,97%,97%,99%,98%,97%,95%,96%,96%,94%,97%,97%,97%,97%,97%,97%,90%,,,,,,,,,,,,
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,40%,96%,94%,98%,97%,97%,98%,98%,98%,97%,98%,97%,98%,98%,97%,99%,100%,99%,89%,,,,,,,,,,,,
32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,26%,95%,94%,98%,97%,100%,100%,97%,97%,94%,97%,95%,95%,95%,94%,100%,98%,100%,94%,,,,,,,,,,,,
32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,86%,92%,92%,98%,98%,97%,97%,97%,97%,97%,99%,95%,98%,96%,97%,96%,97%,98%,87%,,,,,,,,,,,,
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,43%,95%,93%,98%,96%,97%,98%,97%,98%,96%,98%,97%,97%,96%,97%,96%,98%,98%,83%,,,,,,,,,,,,
75K004,P.S. K004,63%,97%,98%,98%,96%,97%,97%,96%,97%,97%,96%,97%,97%,97%,96%,96%,98%,98%,95%,,,,,,,,,,,,
75K036,P.S. 36,60%,98%,96%,96%,94%,96%,98%,96%,95%,99%,97%,97%,100%,99%,99%,100%,97%,99%,96%,,,,,,,,,,,,
75K053,P.S. K053,42%,97%,96%,99%,97%,99%,98%,98%,98%,97%,96%,96%,95%,97%,98%,97%,96%,97%,90%,,,,,,,,,,,,
75K077,P.S. K077,32%,92%,93%,99%,95%,98%,94%,94%,94%,95%,93%,91%,96%,95%,98%,96%,92%,94%,88%,,,,,,,,,,,,
75K140,P.S. K140,63%,92%,93%,98%,95%,98%,97%,93%,96%,96%,93%,93%,96%,96%,91%,95%,90%,97%,87%,,,,,,,,,,,,
75K141,P.S. K141,42%,93%,94%,98%,96%,97%,96%,95%,95%,94%,90%,95%,93%,95%,95%,96%,96%,99%,90%,,,,,,,,,,,,
75K231,P.S. K231,39%,93%,94%,96%,95%,97%,93%,91%,94%,93%,90%,93%,92%,94%,96%,96%,90%,91%,87%,,,,,,,,,,,,
75K368,P.S. 368,22%,88%,87%,100%,93%,98%,98%,95%,95%,95%,95%,95%,97%,97%,95%,93%,87%,92%,95%,,,,,,,,,,,,
75K369,P.S. K369 - COY L. COX SCHOOL,39%,92%,92%,95%,93%,97%,95%,93%,95%,93%,93%,93%,92%,91%,96%,94%,92%,95%,89%,,,,,,,,,,,,
75K370,P.S. 370,32%,96%,97%,99%,97%,99%,97%,93%,95%,95%,96%,99%,99%,96%,99%,100%,97%,97%,96%,,,,,,,,,,,,
75K371,P.S. 371 - LILLIAN L. RASHKIS,52%,99%,98%,98%,98%,98%,98%,99%,97%,98%,98%,97%,98%,98%,98%,99%,99%,98%,98%,,,,,,,,,,,,
75K372,P.S. 372 -THE CHILDREN'S SCHOOL,49%,82%,83%,94%,88%,98%,93%,87%,89%,90%,84%,86%,92%,94%,95%,94%,93%,90%,92%,,,,,,,,,,,,
75K373,P.S. 373 - BROOKLYN TRANSITION CENTER,48%,91%,92%,96%,94%,95%,96%,94%,95%,97%,94%,95%,97%,96%,97%,96%,97%,97%,90%,,,,,,,,,,,,
75K396,P.S. K396,23%,83%,87%,94%,88%,95%,92%,86%,92%,96%,88%,91%,92%,92%,97%,92%,92%,94%,89%,,,,,,,,,,,,
75K721,P.S. K721 - BROOKLYN OCCUPATIONAL TRAINING CENTER,30%,95%,93%,96%,98%,97%,95%,95%,93%,98%,93%,98%,97%,98%,96%,96%,98%,96%,82%,,,,,,,,,,,,
75K753,P.S. K753 - SCHOOL FOR CAREER DEVELOPMENT,25%,91%,85%,90%,89%,91%,87%,89%,83%,91%,88%,85%,84%,77%,82%,89%,84%,88%,89%,,,,,,,,,,,,
75K771,P.S. K771,46%,95%,96%,99%,98%,98%,97%,92%,94%,99%,93%,97%,88%,95%,99%,100%,98%,98%,81%,,,,,,,,,,,,
75K811,P.S. K811 CONNIE LEKAS SCHOOL,30%,97%,97%,98%,97%,98%,95%,96%,95%,99%,94%,98%,97%,97%,98%,98%,97%,97%,86%,,,,,,,,,,,,
75M035,P.S. 035,19%,93%,93%,98%,95%,100%,98%,98%,98%,95%,93%,95%,95%,95%,98%,93%,91%,98%,84%,,,,,,,,,,,,
75M079,P.S. M079 - HORAN SCHOOL,31%,72%,75%,88%,82%,90%,86%,81%,83%,89%,78%,86%,83%,84%,90%,82%,90%,87%,92%,,,,,,,,,,,,
75M094,P.S. M094,42%,89%,92%,97%,90%,97%,96%,94%,93%,96%,89%,94%,89%,88%,96%,94%,91%,95%,91%,,,,,,,,,,,,
75M138,P.S. 138,34%,93%,96%,99%,94%,99%,96%,94%,95%,97%,94%,96%,92%,92%,96%,98%,96%,98%,91%,,,,,,,,,,,,
75M169,P.S. M169 - ROBERT F. KENNEDY,74%,96%,96%,97%,96%,96%,96%,94%,94%,97%,92%,96%,95%,93%,94%,98%,95%,96%,95%,,,,,,,,,,,,
75M226,P.S. M226,45%,96%,96%,96%,95%,97%,97%,94%,97%,95%,90%,96%,94%,93%,98%,97%,97%,97%,97%,,,,,,,,,,,,
75M721,P.S. M721 - MANHATTAN OCCUPATIONAL TRAINING CENTER,79%,93%,94%,96%,97%,96%,97%,94%,94%,96%,93%,93%,97%,97%,96%,96%,94%,98%,85%,,,,,,,,,,,,
75M751,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,83%,98%,98%,100%,99%,100%,99%,99%,99%,98%,99%,99%,99%,99%,100%,100%,96%,99%,86%,,,,,,,,,,,,
75M811,P.S. M811 - MICKEY MANTLE SCHOOL,49%,98%,99%,99%,98%,98%,99%,98%,98%,99%,98%,98%,98%,98%,99%,98%,98%,99%,98%,,,,,,,,,,,,
75Q004,P.S. Q004,57%,97%,99%,99%,99%,99%,98%,97%,98%,97%,98%,97%,98%,97%,97%,99%,98%,98%,87%,,,,,,,,,,,,
75Q009,P.S. 009,27%,94%,94%,96%,96%,96%,95%,94%,94%,94%,93%,94%,95%,95%,95%,95%,95%,96%,91%,,,,,,,,,,,,
75Q023,P.S. Q023 @ QUEENS CHILDREN CENTER,10%,95%,95%,100%,95%,100%,100%,95%,100%,95%,100%,100%,100%,100%,100%,95%,91%,100%,86%,,,,,,,,,,,,
75Q075,ROBERT E. PEARY SCHOOL,34%,90%,91%,96%,94%,97%,95%,95%,95%,96%,95%,94%,95%,95%,97%,96%,95%,95%,82%,,,,,,,,,,,,
75Q177,P.S. Q177,43%,94%,95%,97%,98%,97%,98%,99%,99%,99%,98%,98%,98%,98%,99%,98%,96%,98%,93%,,,,,,,,,,,,
75Q224,P.S. Q224,36%,93%,94%,96%,93%,95%,96%,97%,96%,96%,95%,96%,95%,96%,97%,97%,96%,96%,82%,,,,,,,,,,,,
75Q233,P.S. Q233,38%,93%,98%,99%,97%,97%,98%,97%,96%,98%,94%,96%,98%,96%,98%,97%,98%,98%,86%,,,,,,,,,,,,
75Q255,P.S. Q255,40%,97%,98%,100%,97%,98%,97%,97%,97%,97%,95%,99%,98%,97%,99%,98%,92%,97%,92%,,,,,,,,,,,,
75Q256,P.S. Q256,39%,95%,94%,96%,96%,98%,97%,96%,96%,94%,94%,95%,96%,95%,94%,98%,96%,96%,84%,,,,,,,,,,,,
75Q277,THE RIVERVIEW SCHOOL,40%,92%,93%,96%,92%,95%,93%,93%,92%,95%,90%,93%,93%,94%,96%,95%,97%,95%,96%,,,,,,,,,,,,
75Q721,JOHN F. KENNEDY JR. SCHOOL,40%,92%,94%,95%,96%,95%,97%,95%,96%,95%,94%,94%,95%,95%,96%,97%,93%,97%,87%,,,,,,,,,,,,
75Q752,QUEENS TRANSITION CENTER,19%,80%,88%,85%,85%,89%,85%,85%,80%,88%,78%,86%,85%,81%,89%,88%,88%,85%,80%,,,,,,,,,,,,
75Q811,P.S. Q811,39%,93%,94%,97%,93%,95%,95%,95%,94%,95%,95%,94%,95%,93%,95%,97%,95%,97%,87%,,,,,,,,,,,,
75Q993,P.S. Q993,56%,96%,95%,97%,95%,97%,96%,97%,96%,95%,96%,96%,97%,96%,96%,95%,96%,97%,92%,,,,,,,,,,,,
75R025,SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,34%,93%,96%,97%,96%,99%,95%,96%,96%,96%,93%,96%,97%,96%,96%,97%,93%,97%,64%,,,,,,,,,,,,
75R037,P.S. R037,48%,90%,94%,98%,92%,97%,87%,84%,84%,94%,81%,94%,84%,84%,95%,91%,90%,93%,95%,,,,,,,,,,,,
75R373,P.S. R373,34%,89%,92%,96%,93%,94%,95%,91%,93%,93%,90%,93%,94%,92%,95%,96%,91%,94%,89%,,,,,,,,,,,,
75R721,THE RICHARD H. HUNGERFORD SCHOOL,52%,94%,95%,97%,97%,97%,97%,97%,97%,96%,97%,99%,97%,96%,97%,100%,97%,99%,93%,,,,,,,,,,,,
75X010,P.S. X010,47%,95%,97%,98%,95%,98%,97%,96%,97%,94%,95%,94%,96%,94%,93%,96%,97%,98%,91%,,,,,,,,,,,,
75X012,P.S. X012 LEWIS AND CLARK SCHOOL,35%,86%,93%,99%,90%,97%,93%,90%,92%,91%,90%,93%,92%,95%,93%,97%,91%,93%,93%,,,,,,,,,,,,
75X017,P.S. X017,52%,90%,92%,96%,91%,97%,93%,92%,91%,93%,89%,94%,95%,94%,96%,95%,93%,95%,90%,,,,,,,,,,,,
75X168,P.S. 168,25%,91%,94%,97%,95%,97%,94%,93%,90%,96%,93%,97%,94%,93%,96%,93%,93%,97%,83%,,,,,,,,,,,,
75X176,P.S. X176,31%,93%,96%,97%,95%,97%,97%,95%,95%,95%,95%,95%,96%,96%,96%,97%,96%,97%,92%,,,,,,,,,,,,
75X186,P186X WALTER J. DAMROSCH SCHOOL,16%,86%,89%,95%,89%,93%,89%,89%,89%,88%,90%,90%,88%,83%,93%,91%,94%,96%,89%,,,,,,,,,,,,
75X188,P.S. X188,34%,92%,95%,99%,94%,97%,93%,93%,95%,97%,94%,96%,97%,95%,99%,97%,96%,99%,89%,,,,,,,,,,,,
75X352,THE VIDA BOGART SCHOOL FOR ALL CHILDREN,40%,95%,97%,98%,97%,98%,97%,96%,97%,98%,94%,96%,97%,96%,98%,98%,97%,98%,92%,,,,,,,,,,,,
75X469,P469X - THE BRONX SCHOOL FOR CONTINUOUS LEARNERS,29%,98%,99%,100%,98%,100%,100%,100%,99%,96%,99%,98%,97%,97%,99%,99%,99%,99%,98%,,,,,,,,,,,,
75X721,P.S. X721 - STEPHEN MCSWEENEY SCHOOL,49%,95%,94%,97%,95%,97%,97%,96%,96%,97%,95%,96%,96%,95%,98%,97%,95%,95%,93%,,,,,,,,,,,,
75X723,P.S. 723,17%,94%,93%,96%,84%,94%,91%,84%,87%,94%,85%,94%,89%,89%,92%,96%,97%,100%,91%,,,,,,,,,,,,
75X754,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT,20%,85%,87%,94%,88%,95%,94%,89%,90%,88%,90%,88%,95%,92%,90%,84%,86%,89%,75%,,,,,,,,,,,,
75X811,P.S. X811,34%,94%,94%,98%,97%,97%,95%,93%,93%,97%,94%,95%,97%,97%,97%,97%,98%,98%,93%,,,,,,,,,,,,
84K037,BEGINNING WITH CHILDREN CHARTER SCHOOL II,49%,95%,94%,99%,95%,98%,98%,96%,96%,95%,94%,94%,95%,93%,95%,96%,96%,95%,96%,,,,,,,,,,,,
84K125,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 2,14%,98%,90%,93%,85%,97%,85%,82%,85%,95%,84%,92%,82%,84%,94%,93%,89%,88%,98%,,,,,,,,,,,,
84K129,SUCCESS ACADEMY CHARTER SCHOOL - COBBLE HILL,23%,96%,99%,97%,97%,100%,97%,97%,99%,95%,96%,93%,96%,96%,99%,100%,100%,96%,96%,,,,,,,,,,,,
84K182,SUCCESS ACADEMY CHARTER SCHOOL - WILLIAMSBURG,25%,96%,96%,96%,95%,99%,92%,93%,91%,95%,86%,95%,89%,88%,96%,97%,96%,93%,96%,,,,,,,,,,,,
84K333,EXPLORE EXCEED CHARTER SCHOOL,52%,90%,93%,97%,93%,97%,95%,93%,92%,94%,91%,90%,93%,92%,94%,94%,93%,95%,92%,,,,,,,,,,,,
84K355,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,40%,92%,96%,95%,95%,99%,96%,95%,94%,94%,93%,94%,96%,94%,94%,90%,95%,95%,89%,,,,,,,,,,,,
84K356,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,25%,94%,95%,97%,94%,97%,96%,96%,96%,98%,97%,96%,97%,97%,99%,99%,96%,94%,97%,,,,,,,,,,,,
84K357,KIPP AMP CHARTER SCHOOL,27%,87%,91%,95%,89%,98%,96%,90%,91%,95%,91%,94%,98%,99%,96%,93%,93%,94%,96%,,,,,,,,,,,,
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,29%,93%,92%,95%,94%,96%,96%,95%,95%,96%,95%,96%,96%,96%,97%,99%,98%,98%,90%,,,,,,,,,,,,
84K359,THE UFT CHARTER SCHOOL,29%,88%,90%,95%,93%,96%,94%,91%,95%,93%,92%,94%,97%,92%,97%,98%,97%,94%,88%,,,,,,,,,,,,
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,71%,91%,91%,94%,92%,95%,95%,93%,94%,93%,94%,93%,95%,96%,92%,97%,98%,98%,91%,,,,,,,,,,,,
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,86%,95%,94%,97%,96%,95%,97%,96%,96%,95%,95%,94%,94%,94%,95%,98%,98%,99%,96%,,,,,,,,,,,,
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,15%,95%,95%,98%,96%,96%,91%,91%,93%,95%,89%,94%,90%,92%,96%,98%,96%,96%,98%,,,,,,,,,,,,
84K379,EXPLORE EXCEL CHARTER SCHOOL,73%,92%,93%,98%,95%,97%,97%,97%,97%,97%,96%,96%,97%,96%,96%,98%,96%,96%,91%,,,,,,,,,,,,
84K386,INVICTUS PREPARATORY CHARTER SCHOOL,13%,86%,93%,93%,93%,93%,97%,89%,89%,92%,86%,92%,100%,96%,92%,97%,96%,96%,100%,,,,,,,,,,,,
84K395,NEW VISIONS A.I.M. CHARTER HIGH SCHOOL I,7%,92%,92%,92%,92%,92%,92%,92%,91%,91%,92%,90%,82%,90%,100%,100%,73%,91%,82%,,,,,,,,,,,,
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVATION AND TRANSFORMATION",54%,93%,95%,96%,94%,98%,96%,94%,94%,98%,92%,97%,98%,98%,96%,96%,96%,97%,93%,,,,,,,,,,,,
84K417,URBAN DOVE CHARTER SCHOOL,54%,99%,98%,98%,98%,98%,98%,98%,99%,98%,98%,98%,98%,98%,98%,100%,100%,99%,96%,,,,,,,,,,,,
84K473,WILLIAMSBURG CHARTER HIGH SCHOOL,54%,82%,83%,95%,89%,97%,94%,91%,92%,92%,87%,90%,93%,92%,93%,94%,95%,93%,85%,,,,,,,,,,,,
84K486,NEW DAWN CHARTER HIGH SCHOOL,86%,99%,99%,100%,100%,99%,100%,100%,100%,100%,100%,99%,99%,98%,100%,100%,100%,100%,90%,,,,,,,,,,,,
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,24%,91%,91%,95%,91%,95%,94%,94%,92%,92%,94%,91%,95%,95%,95%,96%,95%,96%,94%,,,,,,,,,,,,
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP CHARTER SCHOOL,40%,93%,93%,97%,94%,97%,96%,94%,96%,93%,93%,92%,94%,93%,96%,93%,95%,96%,87%,,,,,,,,,,,,
84K536,COMMUNITY ROOTS CHARTER SCHOOL,69%,97%,98%,98%,98%,99%,97%,98%,98%,98%,97%,98%,98%,98%,99%,98%,99%,99%,97%,,,,,,,,,,,,
84K538,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,41%,95%,95%,96%,94%,95%,95%,94%,95%,94%,94%,94%,96%,95%,96%,96%,98%,98%,93%,,,,,,,,,,,,
84K593,EXCELLENCE BOYS CHARTER SCHOOL,42%,91%,89%,96%,92%,96%,93%,92%,91%,92%,90%,89%,92%,92%,94%,93%,93%,92%,97%,,,,,,,,,,,,
84K608,KINGS COLLEGIATE CHARTER SCHOOL,69%,91%,90%,96%,92%,97%,97%,94%,96%,95%,94%,94%,96%,95%,96%,96%,96%,96%,93%,,,,,,,,,,,,
84K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,19%,84%,88%,93%,87%,93%,91%,89%,90%,88%,87%,88%,91%,91%,92%,96%,95%,96%,94%,,,,,,,,,,,,
84K648,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,69%,95%,94%,97%,96%,97%,97%,96%,95%,94%,94%,96%,96%,96%,97%,99%,97%,98%,95%,,,,,,,,,,,,
84K649,LA CIMA CHARTER SCHOOL,31%,93%,92%,98%,94%,99%,98%,95%,95%,98%,95%,96%,99%,99%,98%,97%,96%,96%,92%,,,,,,,,,,,,
84K651,PAVE ACADEMY CHARTER SCHOOL,17%,97%,94%,97%,90%,100%,93%,94%,94%,97%,92%,100%,91%,92%,100%,98%,95%,97%,98%,,,,,,,,,,,,
84K652,BROOKLYN ASCEND CHARTER SCHOOL,78%,93%,94%,97%,94%,98%,97%,94%,95%,97%,93%,94%,96%,95%,96%,96%,96%,97%,91%,,,,,,,,,,,,
84K680,ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,22%,95%,96%,99%,97%,97%,96%,95%,97%,96%,97%,96%,99%,98%,99%,99%,99%,97%,95%,,,,,,,,,,,,
84K689,CITIZENS OF THE WORLD CHARTER SCHOOL 1 WILLIAMSBURG,22%,95%,91%,98%,93%,98%,93%,84%,85%,98%,83%,92%,91%,88%,92%,93%,91%,93%,96%,,,,,,,,,,,,
84K692,CITIZENS OF THE WORLD CHARTER SCHOOL NEW YORK 2 CROWN HEIGHTS,35%,92%,91%,94%,93%,98%,96%,90%,90%,90%,93%,89%,90%,91%,91%,95%,90%,92%,94%,,,,,,,,,,,,
84K693,NORTHSIDE CHARTER HIGH SCHOOL,68%,76%,80%,94%,88%,94%,92%,84%,85%,89%,84%,90%,86%,83%,92%,91%,88%,83%,78%,,,,,,,,,,,,
84K701,BROOKLYN CHARTER SCHOOL,70%,96%,97%,100%,97%,99%,100%,98%,99%,96%,97%,98%,97%,96%,99%,100%,100%,99%,91%,,,,,,,,,,,,
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,53%,92%,91%,94%,94%,97%,95%,95%,95%,96%,96%,96%,97%,96%,97%,97%,94%,94%,95%,,,,,,,,,,,,
84K704,EXPLORE CHARTER SCHOOL,40%,95%,94%,96%,92%,96%,94%,95%,94%,97%,93%,97%,96%,97%,95%,97%,97%,96%,95%,,,,,,,,,,,,
84K707,BROOKLYN PROSPECT CHARTER SCHOOL,41%,91%,93%,98%,97%,99%,98%,98%,97%,96%,97%,90%,97%,97%,97%,98%,97%,97%,88%,,,,,,,,,,,,
84K710,BROWNSVILLE COLLEGIATE CHARTER SCHOOL,37%,95%,92%,95%,94%,96%,97%,92%,93%,95%,92%,94%,97%,96%,98%,96%,95%,96%,94%,,,,,,,,,,,,
84K711,LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,34%,91%,94%,98%,97%,98%,98%,95%,96%,96%,94%,95%,97%,96%,97%,98%,99%,99%,96%,,,,,,,,,,,,
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,43%,91%,91%,95%,93%,96%,94%,93%,93%,95%,89%,92%,95%,93%,96%,95%,95%,94%,94%,,,,,,,,,,,,
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHIP PREP CS 4),82%,92%,91%,96%,93%,97%,95%,94%,95%,94%,92%,94%,95%,95%,96%,97%,98%,97%,93%,,,,,,,,,,,,
84K730,SUMMIT ACADEMY CHARTER SCHOOL,71%,95%,96%,98%,94%,98%,98%,96%,94%,96%,97%,95%,98%,98%,97%,96%,98%,97%,89%,,,,,,,,,,,,
84K733,"MATH, ENGINEERING, AND SCIENCE ACADEMY CHARTER HIGH SCHOOL",17%,93%,90%,96%,91%,97%,97%,96%,94%,95%,97%,91%,97%,94%,97%,99%,99%,97%,87%,,,,,,,,,,,,
84K736,NEW AMERICAN ACADEMY CHARTER SCHOOL,77%,93%,92%,98%,95%,98%,97%,97%,97%,99%,95%,95%,99%,98%,97%,98%,96%,97%,95%,,,,,,,,,,,,
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,77%,90%,90%,97%,93%,97%,95%,95%,96%,94%,92%,93%,96%,95%,96%,92%,95%,97%,92%,,,,,,,,,,,,
84K738,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE III,78%,86%,86%,95%,88%,94%,94%,93%,93%,91%,89%,91%,94%,93%,94%,95%,94%,94%,77%,,,,,,,,,,,,
84K739,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III,11%,76%,88%,97%,91%,97%,91%,85%,90%,93%,85%,90%,93%,83%,93%,97%,94%,97%,88%,,,,,,,,,,,,
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,41%,94%,92%,98%,93%,96%,97%,96%,96%,96%,96%,93%,97%,95%,96%,97%,96%,95%,97%,,,,,,,,,,,,
84K742,EXPLORE EMPOWER CHARTER SCHOOL,70%,93%,95%,99%,94%,98%,97%,98%,97%,98%,95%,97%,98%,98%,98%,97%,97%,97%,87%,,,,,,,,,,,,
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,19%,97%,95%,99%,97%,99%,99%,99%,98%,96%,97%,94%,99%,98%,97%,99%,95%,98%,96%,,,,,,,,,,,,
84K746,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,70%,78%,80%,94%,88%,96%,91%,83%,84%,90%,86%,86%,90%,90%,90%,92%,83%,84%,86%,,,,,,,,,,,,
84K756,SUCCESS ACADEMY PROSPECT HEIGHTS (BROOKLYN 6),17%,93%,95%,96%,92%,96%,93%,92%,89%,93%,88%,90%,88%,89%,95%,90%,93%,89%,95%,,,,,,,,,,,,
84K757,UNITY PREP CHARTER SCHOOL,47%,92%,92%,97%,93%,98%,96%,94%,94%,95%,91%,92%,95%,94%,94%,96%,92%,92%,95%,,,,,,,,,,,,
84K758,BROOKLYN URBAN GARDEN CHARTER SCHOOL,55%,88%,85%,95%,90%,96%,97%,94%,92%,96%,89%,93%,98%,97%,98%,97%,94%,96%,85%,,,,,,,,,,,,
84K759,CANARSIE ASCEND CHARTER SCHOOL,47%,93%,93%,97%,95%,98%,96%,96%,96%,95%,95%,93%,96%,97%,95%,96%,96%,96%,97%,,,,,,,,,,,,
84K766,THE INTERNATIONAL CHARTER SCHOOL OF NEW YORK,42%,93%,94%,96%,94%,98%,88%,93%,91%,98%,85%,97%,93%,95%,98%,93%,99%,95%,98%,,,,,,,,,,,,
84K769,HYDE LEADERSHIP CHARTER SCHOOL- BROOKLYN,89%,94%,96%,98%,96%,98%,97%,96%,97%,97%,97%,96%,98%,99%,98%,97%,96%,96%,95%,,,,,,,,,,,,
84K772,SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST - NEW YORK 3,39%,97%,96%,96%,95%,97%,96%,95%,95%,95%,96%,93%,97%,97%,97%,97%,99%,99%,97%,,,,,,,,,,,,
84K774,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,10%,91%,88%,93%,91%,90%,94%,94%,91%,90%,87%,91%,94%,94%,91%,96%,97%,98%,97%,,,,,,,,,,,,
84K775,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,34%,95%,93%,97%,96%,98%,97%,96%,96%,97%,94%,94%,96%,98%,98%,97%,98%,94%,94%,,,,,,,,,,,,
84K777,OCEAN HILL COLLEGIATE CHARTER SCHOOL,55%,86%,88%,95%,90%,94%,94%,95%,93%,93%,93%,93%,96%,94%,96%,95%,94%,94%,89%,,,,,,,,,,,,
84K780,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,41%,85%,87%,92%,89%,95%,89%,87%,86%,89%,79%,87%,87%,85%,95%,95%,92%,91%,89%,,,,,,,,,,,,
84K781,SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH - NEW YORK 4,20%,95%,94%,99%,90%,100%,94%,91%,93%,96%,88%,91%,90%,90%,96%,94%,96%,96%,100%,,,,,,,,,,,,
84K782,BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,85%,93%,92%,96%,93%,97%,95%,93%,93%,96%,90%,95%,95%,95%,96%,94%,94%,95%,90%,,,,,,,,,,,,
84K784,ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL,59%,95%,95%,98%,95%,98%,98%,97%,98%,96%,96%,95%,98%,97%,97%,98%,98%,97%,97%,,,,,,,,,,,,
84K785,IMAGINE ME LEADERSHIP CHARTER SCHOOL,48%,95%,95%,96%,97%,98%,98%,97%,98%,99%,98%,97%,100%,100%,98%,99%,99%,100%,98%,,,,,,,,,,,,
84K788,ACHIEVEMENT FIRST LINDEN ELEMENTARY SCHOOL,31%,95%,98%,97%,97%,100%,100%,97%,96%,98%,97%,95%,97%,98%,97%,98%,97%,98%,96%,,,,,,,,,,,,
