DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,,,,,,,,,,,,
29Q327,Eagle Academy For Young Men Iii,27%,74%,77%,90%,80%,92%,89%,83%,82%,88%,87%,81%,85%,85%,83%,81%,80%,86%,88%,,,,,,,,,,,,
29Q355,Collaborative Arts Middle School,59%,90%,90%,96%,91%,97%,97%,95%,91%,94%,95%,94%,94%,96%,93%,95%,91%,95%,89%,,,,,,,,,,,,
29Q356,Community Voices Middle School,42%,91%,90%,95%,94%,93%,96%,92%,93%,97%,92%,95%,98%,99%,93%,96%,91%,97%,91%,,,,,,,,,,,,
29Q360,P.S. 360,48%,95%,95%,96%,93%,95%,95%,96%,95%,92%,96%,91%,93%,91%,91%,96%,100%,100%,96%,,,,,,,,,,,,
29Q492,"Mathematics, Science Research And Technology Magnet High School",50%,81%,86%,98%,88%,91%,94%,89%,88%,93%,88%,90%,93%,92%,89%,91%,92%,95%,77%,,,,,,,,,,,,
29Q498,Humanities & Arts Magnet High School,95%,96%,95%,98%,97%,99%,98%,98%,97%,97%,97%,99%,98%,98%,98%,98%,97%,98%,95%,,,,,,,,,,,,
30Q002,P.S. 002 Alfred Zimberg,37%,91%,95%,98%,92%,97%,96%,98%,94%,96%,95%,92%,96%,94%,99%,96%,95%,95%,92%,,,,,,,,,,,,
30Q010,I.S. 010 Horace Greeley,65%,81%,86%,96%,89%,92%,96%,96%,96%,92%,93%,92%,94%,92%,95%,94%,96%,94%,80%,,,,,,,,,,,,
30Q011,P.S. 011 Kathryn Phelan,56%,94%,96%,98%,95%,97%,97%,97%,97%,96%,98%,96%,98%,97%,99%,98%,97%,97%,91%,,,,,,,,,,,,
30Q017,P.S. 017 Henry David Thoreau,61%,93%,95%,98%,94%,97%,97%,96%,95%,98%,95%,95%,97%,98%,97%,97%,96%,97%,91%,,,,,,,,,,,,
30Q069,P.S. 069 Jackson Heights,85%,92%,94%,98%,96%,96%,98%,98%,97%,98%,97%,95%,97%,97%,98%,97%,94%,96%,91%,,,,,,,,,,,,
30Q070,P.S. 070,38%,87%,90%,97%,90%,90%,88%,88%,87%,92%,89%,91%,87%,88%,95%,92%,94%,93%,87%,,,,,,,,,,,,
30Q076,P.S. 076 William Hallet,34%,93%,94%,98%,95%,100%,98%,98%,97%,97%,97%,97%,96%,97%,98%,98%,95%,96%,89%,,,,,,,,,,,,
30Q078,P.S./I.S. 78Q,40%,87%,93%,97%,90%,91%,86%,84%,81%,94%,90%,91%,82%,80%,98%,93%,92%,95%,96%,,,,,,,,,,,,
30Q084,P.S. 084 Steinway,73%,96%,96%,96%,95%,96%,95%,93%,93%,95%,94%,92%,96%,96%,97%,97%,95%,93%,88%,,,,,,,,,,,,
30Q085,P.S. 085 Judge Charles Vallone,42%,90%,92%,98%,92%,96%,94%,93%,92%,96%,95%,95%,95%,97%,99%,95%,96%,98%,90%,,,,,,,,,,,,
30Q092,P.S. 092 Harry T. Stewart Sr.,74%,93%,97%,97%,95%,98%,99%,98%,98%,98%,97%,98%,97%,97%,98%,97%,96%,97%,90%,,,,,,,,,,,,
30Q111,P.S. 111 Jacob Blackwell,63%,87%,85%,91%,89%,95%,90%,83%,84%,85%,83%,87%,87%,89%,84%,94%,84%,92%,88%,,,,,,,,,,,,
30Q112,P.S. 112 Dutch Kills,75%,95%,95%,97%,94%,98%,98%,97%,96%,96%,94%,93%,95%,97%,96%,97%,99%,99%,91%,,,,,,,,,,,,
30Q122,P.S. 122 Mamie Fay,91%,86%,88%,96%,93%,98%,96%,95%,95%,95%,94%,90%,97%,95%,98%,97%,94%,94%,84%,,,,,,,,,,,,
30Q126,Albert Shanker School For Visual And Performing Arts,27%,84%,87%,95%,91%,94%,93%,93%,92%,95%,97%,89%,96%,95%,92%,95%,91%,96%,87%,,,,,,,,,,,,
30Q127,P.S. 127 Aerospace Science Magnet School,15%,90%,95%,99%,90%,97%,94%,90%,91%,99%,94%,95%,95%,96%,93%,96%,95%,99%,91%,,,,,,,,,,,,
30Q141,I.S. 141 The Steinway,98%,88%,89%,95%,90%,94%,96%,95%,95%,92%,93%,92%,95%,94%,95%,95%,94%,94%,80%,,,,,,,,,,,,
30Q145,I.S. 145 Joseph Pulitzer,88%,87%,88%,96%,91%,95%,95%,93%,93%,93%,92%,94%,94%,93%,96%,94%,96%,95%,83%,,,,,,,,,,,,
30Q148,P.S. 148 Queens,68%,90%,95%,98%,93%,95%,93%,90%,90%,95%,91%,93%,90%,92%,96%,92%,94%,96%,88%,,,,,,,,,,,,
30Q149,P.S. 149 Christa Mcauliffe,66%,92%,96%,98%,96%,97%,98%,96%,97%,97%,96%,96%,96%,97%,97%,97%,98%,98%,89%,,,,,,,,,,,,
30Q150,P.S. 150 Queens,47%,88%,93%,96%,88%,92%,85%,84%,83%,94%,87%,88%,87%,87%,94%,90%,95%,95%,93%,,,,,,,,,,,,
30Q151,P.S. 151 Mary D. Carter,43%,93%,94%,100%,94%,99%,97%,97%,96%,97%,94%,95%,97%,95%,95%,96%,95%,95%,90%,,,,,,,,,,,,
30Q152,P.S. 152 Gwendoline N. Alleyne School,42%,93%,97%,99%,95%,98%,97%,96%,96%,97%,95%,95%,95%,97%,97%,97%,97%,96%,92%,,,,,,,,,,,,
30Q166,P.S. 166 Henry Gradstein,36%,92%,93%,96%,94%,96%,95%,94%,95%,96%,95%,94%,95%,96%,97%,96%,95%,96%,92%,,,,,,,,,,,,
30Q171,P.S. 171 Peter G. Van Alst,41%,94%,95%,99%,97%,97%,98%,99%,98%,96%,97%,96%,96%,96%,95%,98%,95%,93%,92%,,,,,,,,,,,,
30Q204,I.S. 204 Oliver W. Holmes,44%,86%,88%,96%,94%,94%,94%,93%,94%,90%,91%,89%,92%,91%,92%,95%,95%,96%,82%,,,,,,,,,,,,
30Q212,P.S. 212,90%,96%,96%,98%,96%,98%,96%,97%,96%,96%,95%,96%,97%,97%,99%,97%,96%,97%,91%,,,,,,,,,,,,
30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora School,82%,95%,94%,98%,96%,97%,95%,95%,95%,97%,95%,94%,96%,96%,98%,95%,96%,95%,92%,,,,,,,,,,,,
30Q227,I.S. 227 Louis Armstrong,80%,84%,88%,96%,91%,94%,96%,94%,95%,94%,93%,92%,95%,95%,98%,95%,95%,95%,81%,,,,,,,,,,,,
30Q228,P.S. 228 Early Childhood Magnet School Of The Arts,80%,94%,96%,98%,96%,96%,97%,98%,98%,97%,97%,95%,97%,98%,98%,94%,96%,96%,92%,,,,,,,,,,,,
30Q230,I.S. 230,48%,87%,89%,96%,91%,95%,97%,96%,96%,94%,94%,92%,96%,95%,96%,95%,96%,95%,83%,,,,,,,,,,,,
30Q234,P.S. 234,71%,91%,93%,97%,95%,97%,96%,96%,95%,97%,96%,94%,97%,95%,98%,96%,94%,96%,92%,,,,,,,,,,,,
30Q235,Academy For New Americans,91%,93%,92%,97%,92%,96%,95%,94%,94%,92%,94%,95%,97%,96%,95%,96%,95%,96%,88%,,,,,,,,,,,,
30Q258,Energy Tech High School,53%,93%,94%,99%,96%,98%,98%,95%,95%,95%,96%,95%,96%,95%,95%,97%,97%,96%,83%,,,,,,,,,,,,
30Q280,P.S. 280,75%,93%,97%,99%,98%,98%,99%,98%,98%,98%,98%,97%,97%,98%,98%,97%,98%,97%,92%,,,,,,,,,,,,
30Q286,"Young Women'S Leadership School, Astoria",39%,87%,87%,95%,90%,94%,89%,89%,88%,91%,89%,89%,89%,90%,95%,92%,92%,95%,80%,,,,,,,,,,,,
30Q291,Hunters Point Community Middle School,45%,93%,94%,99%,96%,96%,96%,96%,95%,96%,97%,94%,98%,96%,97%,98%,96%,97%,93%,,,,,,,,,,,,
30Q300,The 30Th Avenue School (G&T Citywide),79%,90%,90%,98%,94%,98%,96%,94%,94%,95%,97%,95%,95%,95%,97%,96%,90%,91%,93%,,,,,,,,,,,,
30Q301,Academy For Careers In Television And Film,63%,94%,96%,98%,96%,97%,97%,96%,96%,97%,96%,96%,97%,95%,97%,98%,98%,98%,85%,,,,,,,,,,,,
30Q329,East Elmhurst Community School,92%,99%,100%,100%,99%,99%,99%,99%,99%,99%,100%,99%,99%,99%,98%,98%,98%,99%,97%,,,,,,,,,,,,
30Q361,The Woodside Community School,83%,95%,96%,96%,95%,97%,94%,95%,94%,96%,96%,93%,98%,97%,96%,98%,98%,99%,95%,,,,,,,,,,,,
30Q445,William Cullen Bryant High School,18%,82%,79%,96%,86%,92%,87%,84%,82%,91%,81%,86%,87%,89%,88%,91%,89%,90%,73%,,,,,,,,,,,,
30Q450,Long Island City High School,42%,78%,77%,91%,81%,89%,89%,87%,82%,87%,82%,85%,87%,89%,83%,88%,88%,87%,67%,,,,,,,,,,,,
30Q501,Frank Sinatra School Of The Arts High School,26%,87%,86%,99%,94%,96%,95%,97%,97%,98%,95%,93%,95%,95%,98%,97%,97%,98%,91%,,,,,,,,,,,,
30Q502,Information Technology High School,22%,90%,89%,95%,91%,94%,93%,94%,94%,93%,92%,93%,93%,95%,93%,95%,95%,95%,82%,,,,,,,,,,,,
30Q555,Newcomers High School,32%,89%,88%,97%,93%,95%,95%,93%,93%,96%,93%,93%,97%,95%,96%,95%,94%,96%,87%,,,,,,,,,,,,
30Q575,Academy Of American Studies,28%,87%,88%,98%,92%,97%,98%,97%,95%,95%,97%,91%,99%,96%,98%,96%,95%,95%,77%,,,,,,,,,,,,
30Q580,Baccalaureate School For Global Education,34%,79%,86%,98%,88%,94%,93%,91%,89%,92%,94%,88%,96%,91%,99%,95%,100%,97%,81%,,,,,,,,,,,,
31R001,P.S. 001 Tottenville,79%,94%,95%,98%,95%,95%,92%,91%,90%,97%,92%,96%,92%,93%,98%,94%,94%,96%,95%,,,,,,,,,,,,
31R002,I.S. R002 George L. Egbert,46%,85%,85%,95%,87%,93%,95%,93%,93%,93%,90%,89%,91%,89%,93%,92%,94%,95%,81%,,,,,,,,,,,,
31R003,P.S. 003 The Margaret Gioiosa School,82%,93%,93%,97%,94%,98%,97%,97%,96%,95%,96%,93%,97%,97%,96%,97%,95%,96%,94%,,,,,,,,,,,,
31R004,P.S. 004 Maurice Wollin,98%,93%,94%,97%,93%,96%,94%,94%,92%,95%,93%,94%,93%,92%,97%,96%,93%,95%,91%,,,,,,,,,,,,
31R005,P.S. 005 Huguenot,84%,94%,95%,98%,94%,95%,95%,94%,94%,94%,94%,93%,89%,90%,97%,94%,97%,98%,95%,,,,,,,,,,,,
31R006,P.S. 6 Corporal Allan F. Kivlehan School,56%,91%,91%,95%,92%,97%,93%,93%,91%,94%,93%,95%,93%,93%,96%,96%,93%,95%,93%,,,,,,,,,,,,
31R007,I.S. 007 Elias Bernstein,67%,90%,89%,97%,92%,97%,94%,95%,95%,94%,93%,95%,94%,93%,97%,95%,96%,96%,90%,,,,,,,,,,,,
31R008,P.S. 8 Shirlee Solomon,100%,94%,93%,96%,95%,98%,93%,91%,94%,95%,90%,95%,95%,95%,98%,97%,96%,96%,94%,,,,,,,,,,,,
31R009,Naples Street Elementary School,90%,97%,97%,97%,97%,96%,97%,97%,98%,97%,96%,96%,98%,98%,98%,97%,97%,97%,96%,,,,,,,,,,,,
31R010,Fort Hill Collaborative Elementary School,52%,89%,89%,92%,89%,91%,91%,92%,91%,92%,92%,92%,94%,94%,95%,95%,94%,95%,95%,,,,,,,,,,,,
31R011,P.S. 11 Thomas Dongan School,60%,94%,94%,98%,96%,98%,98%,97%,98%,96%,98%,94%,98%,94%,96%,99%,97%,99%,94%,,,,,,,,,,,,
31R013,P.S. 013 M. L. Lindemeyer,27%,92%,93%,96%,94%,96%,97%,96%,95%,93%,95%,94%,96%,95%,97%,97%,97%,96%,92%,,,,,,,,,,,,
31R016,P.S. 016 John J. Driscoll,57%,93%,95%,97%,96%,97%,97%,97%,98%,94%,96%,95%,94%,95%,95%,96%,96%,96%,88%,,,,,,,,,,,,
31R018,P.S. 018 John G. Whittier,48%,93%,93%,97%,93%,96%,95%,95%,95%,94%,95%,93%,93%,95%,94%,96%,95%,97%,91%,,,,,,,,,,,,
31R019,P.S. 019 The Curtis School,61%,92%,97%,98%,97%,99%,97%,96%,97%,96%,97%,95%,97%,96%,94%,96%,97%,97%,93%,,,,,,,,,,,,
31R020,P.S. 020 Port Richmond,51%,92%,93%,97%,93%,96%,94%,93%,92%,95%,90%,93%,95%,94%,94%,95%,95%,97%,88%,,,,,,,,,,,,
31R021,P.S. 21 Margaret Emery-Elm Park,48%,94%,98%,99%,96%,99%,98%,98%,98%,98%,96%,98%,97%,97%,97%,97%,97%,98%,90%,,,,,,,,,,,,
31R022,P.S. 022 Graniteville,35%,89%,91%,95%,91%,96%,93%,92%,90%,94%,92%,91%,94%,94%,94%,92%,93%,95%,85%,,,,,,,,,,,,
31R023,P.S. 023 Richmondtown,59%,95%,95%,98%,96%,98%,96%,97%,96%,97%,96%,94%,96%,95%,98%,98%,97%,97%,95%,,,,,,,,,,,,
31R024,I.S. 024 Myra S. Barnes,70%,89%,88%,95%,91%,96%,96%,96%,96%,94%,95%,92%,96%,95%,96%,95%,96%,95%,85%,,,,,,,,,,,,
31R026,P.S. 026 The Carteret School,65%,95%,94%,96%,96%,95%,96%,96%,97%,96%,97%,95%,97%,96%,99%,98%,99%,98%,94%,,,,,,,,,,,,
31R027,I.S. 027 Anning S. Prall,42%,79%,83%,95%,86%,93%,94%,93%,92%,92%,89%,90%,92%,90%,90%,92%,93%,93%,85%,,,,,,,,,,,,
31R028,The Eagle Academy For Young Men Of Staten Island,41%,93%,96%,100%,99%,99%,99%,97%,99%,100%,99%,96%,99%,99%,99%,99%,94%,97%,91%,,,,,,,,,,,,
31R029,P.S. 029 Bardwell,78%,97%,97%,99%,99%,99%,97%,98%,98%,99%,98%,98%,98%,97%,99%,99%,98%,98%,98%,,,,,,,,,,,,
31R030,P.S. 030 Westerleigh,68%,92%,94%,98%,94%,97%,97%,97%,95%,97%,96%,95%,96%,95%,98%,95%,96%,96%,95%,,,,,,,,,,,,
31R031,P.S. 031 William T. Davis,54%,91%,92%,97%,93%,94%,96%,92%,90%,95%,91%,93%,88%,90%,91%,97%,96%,99%,87%,,,,,,,,,,,,
31R032,P.S. 032 The Gifford School,78%,94%,92%,96%,92%,95%,89%,88%,87%,95%,88%,94%,90%,91%,97%,94%,96%,96%,89%,,,,,,,,,,,,
31R034,I.S. 034 Tottenville,85%,90%,92%,97%,94%,97%,96%,96%,96%,94%,96%,95%,96%,95%,97%,96%,97%,97%,90%,,,,,,,,,,,,
31R035,P.S. 35 The Clove Valley School,69%,98%,98%,100%,97%,98%,96%,98%,99%,98%,98%,98%,97%,98%,99%,100%,99%,100%,98%,,,,,,,,,,,,
31R036,P.S. 036 J. C. Drumgoole,55%,91%,93%,97%,91%,92%,86%,83%,83%,96%,88%,91%,80%,84%,96%,93%,94%,95%,91%,,,,,,,,,,,,
31R038,P.S. 038 George Cromwell,100%,95%,94%,96%,95%,96%,93%,95%,95%,95%,94%,93%,94%,95%,98%,95%,94%,95%,90%,,,,,,,,,,,,
31R039,P.S. 39 Francis J. Murphy Jr.,35%,91%,89%,97%,91%,94%,95%,92%,92%,97%,92%,95%,94%,94%,97%,99%,95%,96%,94%,,,,,,,,,,,,
31R041,The Stephanie A. Vierno School,69%,94%,96%,98%,96%,97%,95%,95%,94%,96%,95%,95%,95%,96%,98%,97%,96%,97%,91%,,,,,,,,,,,,
31R042,P.S. 042 Eltingville,68%,94%,95%,98%,96%,98%,97%,97%,98%,97%,97%,95%,98%,98%,98%,97%,97%,97%,95%,,,,,,,,,,,,
31R044,P.S. 044 Thomas C. Brown,43%,89%,92%,95%,90%,96%,93%,91%,93%,94%,92%,91%,92%,94%,90%,88%,90%,93%,89%,,,,,,,,,,,,
31R045,P.S. 045 John Tyler,53%,95%,97%,99%,94%,99%,97%,95%,94%,97%,95%,94%,95%,95%,94%,95%,97%,97%,90%,,,,,,,,,,,,
31R046,P.S. 046 Albert V. Maniscalco,48%,95%,96%,99%,98%,97%,98%,99%,99%,99%,98%,96%,99%,99%,96%,97%,94%,96%,91%,,,,,,,,,,,,
31R047,Csi High School For International Studies,77%,91%,92%,97%,93%,98%,96%,96%,97%,94%,93%,93%,97%,97%,97%,96%,97%,95%,83%,,,,,,,,,,,,
31R048,P.S. 048 William G. Wilcox,62%,96%,94%,97%,96%,97%,96%,95%,96%,96%,95%,95%,97%,96%,98%,96%,94%,96%,91%,,,,,,,,,,,,
31R049,I.S. 49 Berta A. Dreyfus,29%,82%,88%,97%,90%,95%,95%,94%,91%,94%,90%,91%,93%,91%,81%,91%,89%,90%,79%,,,,,,,,,,,,
31R050,P.S. 050 Frank Hankinson,57%,93%,95%,97%,92%,95%,93%,96%,95%,95%,93%,94%,93%,92%,98%,95%,97%,98%,91%,,,,,,,,,,,,
31R051,I.S. 051 Edwin Markham,22%,89%,91%,98%,93%,96%,97%,96%,98%,95%,95%,94%,97%,96%,91%,96%,97%,97%,91%,,,,,,,,,,,,
31R052,P.S. 052 John C. Thompson,81%,94%,94%,98%,95%,97%,96%,97%,95%,97%,95%,96%,97%,97%,96%,97%,96%,98%,93%,,,,,,,,,,,,
31R053,The Barbara Esselborn School,91%,90%,92%,97%,95%,98%,96%,96%,97%,97%,95%,94%,96%,96%,99%,98%,96%,96%,93%,,,,,,,,,,,,
31R054,P.S. 054 Charles W. Leng,77%,96%,98%,98%,94%,98%,98%,98%,98%,96%,97%,96%,97%,95%,98%,98%,97%,98%,91%,,,,,,,,,,,,
31R055,P.S. 055 Henry M. Boehm,76%,93%,94%,99%,94%,97%,96%,96%,94%,95%,93%,95%,97%,97%,98%,96%,95%,97%,95%,,,,,,,,,,,,
31R056,P.S. 56 The Louis Desario School,77%,91%,90%,96%,89%,97%,93%,89%,88%,95%,88%,92%,89%,88%,97%,93%,96%,96%,94%,,,,,,,,,,,,
31R057,P.S. 057 Hubert H. Humphrey,50%,90%,91%,96%,93%,92%,93%,91%,92%,93%,91%,93%,91%,93%,93%,94%,92%,94%,90%,,,,,,,,,,,,
31R058,Space Shuttle Columbia School,100%,91%,92%,96%,93%,96%,96%,95%,95%,95%,96%,93%,96%,96%,96%,97%,96%,95%,92%,,,,,,,,,,,,
31R059,The Harbor View School,51%,96%,94%,99%,99%,100%,98%,99%,100%,98%,97%,96%,97%,96%,97%,100%,93%,96%,97%,,,,,,,,,,,,
31R060,P.S. 060 Alice Austen,51%,93%,94%,98%,92%,94%,93%,93%,93%,95%,94%,93%,93%,93%,96%,94%,93%,96%,95%,,,,,,,,,,,,
31R061,I.S. 061 William A Morris,43%,81%,84%,95%,86%,94%,92%,90%,89%,90%,87%,88%,90%,89%,88%,93%,92%,94%,81%,,,,,,,,,,,,
31R062,The Kathleen Grimm School For Leadership And Sustainability,92%,97%,96%,98%,97%,97%,97%,96%,94%,96%,95%,97%,95%,95%,95%,97%,98%,98%,96%,,,,,,,,,,,,
31R063,Marsh Avenue School For Expeditionary Learning,45%,88%,87%,97%,91%,95%,95%,94%,90%,93%,94%,87%,94%,94%,96%,92%,96%,96%,93%,,,,,,,,,,,,
31R064,Gaynor Mccown Expeditionary Learning School,59%,87%,88%,96%,90%,96%,95%,94%,94%,93%,94%,92%,95%,92%,95%,95%,94%,95%,90%,,,,,,,,,,,,
31R065,P.S. 65 The Academy Of Innovative Learning,77%,96%,96%,96%,98%,98%,97%,96%,98%,97%,97%,95%,98%,98%,98%,99%,99%,98%,95%,,,,,,,,,,,,
31R068,Port Richmond School For Visionary Learning,92%,94%,94%,98%,92%,96%,98%,96%,96%,98%,94%,100%,98%,100%,96%,96%,90%,81%,96%,,,,,,,,,,,,
31R069,P.S. 069 Daniel D. Tompkins,88%,89%,90%,97%,90%,92%,88%,89%,88%,94%,88%,91%,88%,89%,97%,90%,94%,94%,91%,,,,,,,,,,,,
31R072,I.S. 072 Rocco Laurie,76%,77%,82%,94%,86%,94%,95%,95%,95%,91%,89%,90%,94%,91%,96%,94%,93%,95%,82%,,,,,,,,,,,,
31R074,P.S. 74 Future Leaders Elementary School,67%,93%,94%,96%,94%,96%,95%,94%,94%,96%,92%,95%,95%,96%,97%,94%,96%,96%,89%,,,,,,,,,,,,
31R075,I.S. 075 Frank D. Paulo,78%,96%,96%,98%,97%,99%,99%,99%,99%,98%,98%,97%,99%,98%,99%,98%,99%,98%,92%,,,,,,,,,,,,
31R078,P.S. 78,37%,91%,95%,97%,95%,97%,97%,96%,96%,94%,97%,94%,96%,96%,96%,95%,94%,98%,86%,,,,,,,,,,,,
31R080,The Michael J. Petrides School,48%,90%,90%,96%,93%,96%,94%,93%,91%,95%,92%,89%,95%,94%,92%,94%,96%,96%,90%,,,,,,,,,,,,
31R440,New Dorp High School,30%,85%,85%,95%,91%,96%,96%,97%,96%,93%,95%,91%,97%,95%,94%,95%,93%,95%,82%,,,,,,,,,,,,
31R445,Port Richmond High School,24%,91%,90%,94%,95%,95%,96%,95%,96%,94%,94%,94%,96%,96%,97%,96%,95%,94%,89%,,,,,,,,,,,,
31R450,Curtis High School,18%,83%,83%,97%,89%,95%,95%,94%,94%,91%,91%,90%,95%,95%,91%,96%,94%,97%,81%,,,,,,,,,,,,
31R455,Tottenville High School,32%,85%,85%,96%,90%,94%,94%,94%,92%,93%,96%,90%,94%,93%,93%,94%,94%,95%,87%,,,,,,,,,,,,
31R460,Susan E. Wagner High School,41%,84%,83%,96%,89%,94%,96%,95%,95%,92%,94%,92%,97%,95%,93%,94%,95%,94%,79%,,,,,,,,,,,,
31R470,Concord High School,13%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,100%,100%,100%,100%,100%,100%,100%,93%,,,,,,,,,,,,
31R600,Ralph R. Mckee Career And Technical Education High School,21%,87%,90%,99%,92%,96%,94%,96%,96%,96%,96%,90%,95%,96%,95%,94%,93%,96%,87%,,,,,,,,,,,,
31R605,Staten Island Technical High School,86%,91%,90%,99%,95%,98%,99%,98%,98%,96%,97%,94%,98%,98%,98%,97%,98%,97%,77%,,,,,,,,,,,,
31R607,Staten Island Yabc,11%,94%,88%,94%,94%,94%,88%,88%,88%,94%,94%,94%,94%,82%,94%,94%,88%,94%,47%,,,,,,,,,,,,
31R861,Staten Island School Of Civic Leadership,52%,95%,96%,98%,97%,98%,96%,95%,93%,96%,92%,95%,92%,93%,97%,97%,97%,99%,96%,,,,,,,,,,,,
32K045,P.S./I.S. 045 Horace E. Greene,67%,95%,96%,98%,98%,98%,98%,98%,97%,97%,97%,97%,98%,98%,98%,99%,97%,98%,96%,,,,,,,,,,,,
32K075,P.S. 075 Mayda Cortiella,25%,82%,89%,95%,91%,91%,80%,76%,82%,94%,89%,79%,80%,84%,92%,94%,92%,97%,90%,,,,,,,,,,,,
32K086,P.S. 086 The Irvington,92%,96%,97%,99%,99%,99%,99%,99%,99%,98%,98%,99%,97%,97%,99%,98%,97%,99%,74%,,,,,,,,,,,,
32K106,P.S. 106 Edward Everett Hale,44%,91%,92%,96%,94%,97%,94%,93%,92%,93%,93%,90%,94%,94%,93%,97%,95%,97%,92%,,,,,,,,,,,,
32K116,P.S. 116 Elizabeth L Farrell,69%,79%,89%,96%,84%,92%,83%,79%,77%,90%,79%,88%,79%,80%,89%,86%,91%,95%,87%,,,,,,,,,,,,
32K123,P.S. 123 Suydam,75%,95%,98%,98%,98%,97%,99%,98%,98%,97%,97%,98%,97%,97%,98%,97%,98%,98%,87%,,,,,,,,,,,,
32K145,P.S. 145 Andrew Jackson,46%,94%,95%,97%,96%,97%,96%,96%,94%,96%,94%,95%,94%,96%,97%,96%,97%,99%,91%,,,,,,,,,,,,
32K151,P.S. 151 Lyndon B. Johnson,78%,96%,96%,99%,98%,98%,99%,98%,98%,97%,97%,97%,97%,97%,98%,98%,97%,98%,95%,,,,,,,,,,,,
32K162,J.H.S. 162 The Willoughby,57%,87%,88%,93%,90%,93%,94%,93%,93%,92%,92%,91%,93%,94%,90%,96%,93%,94%,84%,,,,,,,,,,,,
32K168,The Brooklyn School For Math And Research,38%,95%,95%,98%,97%,98%,98%,96%,96%,98%,94%,97%,90%,92%,99%,98%,97%,98%,90%,,,,,,,,,,,,
32K274,P.S. 274 Kosciusko,40%,90%,93%,96%,92%,96%,95%,90%,91%,95%,89%,93%,92%,92%,95%,94%,98%,98%,92%,,,,,,,,,,,,
32K291,J.H.S. 291 Roland Hayes,50%,93%,89%,95%,95%,95%,94%,94%,92%,95%,91%,95%,93%,93%,94%,96%,95%,96%,86%,,,,,,,,,,,,
32K299,P.S. 299 Thomas Warren Field,100%,96%,95%,95%,96%,96%,95%,95%,96%,95%,96%,96%,96%,96%,95%,96%,95%,94%,96%,,,,,,,,,,,,
32K347,I.S. 347 School Of Humanities,40%,91%,91%,97%,94%,96%,96%,94%,92%,96%,95%,95%,98%,98%,93%,94%,92%,94%,78%,,,,,,,,,,,,
32K349,"I.S. 349 Math, Science & Tech.",43%,85%,93%,95%,94%,94%,93%,93%,90%,94%,91%,90%,94%,92%,92%,93%,95%,96%,81%,,,,,,,,,,,,
32K376,P.S. 376,84%,89%,94%,97%,96%,97%,96%,96%,96%,97%,93%,96%,95%,96%,97%,96%,95%,96%,87%,,,,,,,,,,,,
32K377,P.S. 377 Alejandrina B. De Gautier,65%,87%,87%,96%,91%,94%,95%,93%,89%,92%,91%,92%,89%,90%,89%,93%,93%,92%,87%,,,,,,,,,,,,
32K383,J.H.S. 383 Philippa Schuyler,35%,88%,92%,98%,94%,95%,95%,94%,94%,97%,94%,95%,95%,95%,96%,94%,96%,96%,89%,,,,,,,,,,,,
32K384,P.S. /I.S. 384 Frances E. Carter,73%,86%,89%,95%,89%,96%,91%,86%,84%,92%,86%,90%,88%,88%,89%,90%,91%,95%,90%,,,,,,,,,,,,
32K403,Academy For Environmental Leadership,60%,86%,83%,97%,91%,97%,95%,93%,93%,94%,92%,94%,88%,88%,93%,96%,93%,94%,79%,,,,,,,,,,,,
32K545,Ebc High School For Public Service - Bushwick,56%,89%,90%,95%,94%,96%,94%,93%,93%,93%,95%,91%,93%,94%,95%,92%,93%,93%,82%,,,,,,,,,,,,
32K549,Bushwick School For Social Justice,35%,90%,91%,99%,93%,99%,96%,97%,93%,97%,94%,92%,96%,93%,89%,93%,94%,97%,84%,,,,,,,,,,,,
32K552,Academy Of Urban Planning,75%,93%,91%,95%,92%,96%,97%,95%,95%,92%,96%,93%,94%,93%,92%,97%,96%,96%,79%,,,,,,,,,,,,
32K554,All City Leadership Secondary School,37%,94%,95%,98%,97%,98%,98%,98%,98%,96%,98%,96%,98%,96%,97%,96%,98%,96%,96%,,,,,,,,,,,,
32K556,Bushwick Leaders High School For Academic Excellence,31%,92%,91%,97%,94%,96%,95%,94%,95%,96%,94%,96%,94%,94%,96%,97%,92%,94%,85%,,,,,,,,,,,,
32K562,Evergreen Middle School For Urban Exploration,71%,94%,92%,97%,95%,97%,96%,95%,96%,96%,95%,95%,96%,94%,98%,95%,96%,97%,87%,,,,,,,,,,,,
32K564,Bushwick Community High School,52%,97%,94%,99%,97%,99%,99%,98%,99%,96%,97%,94%,98%,98%,97%,99%,100%,100%,85%,,,,,,,,,,,,
75K004,P.S. K004,65%,98%,99%,98%,98%,98%,98%,98%,96%,98%,97%,99%,97%,99%,99%,99%,96%,97%,91%,,,,,,,,,,,,
75K036,P.S. 36,75%,99%,99%,100%,100%,100%,100%,100%,100%,100%,99%,100%,100%,100%,99%,100%,99%,100%,98%,,,,,,,,,,,,
75K053,P.S. K053,47%,92%,94%,98%,94%,96%,94%,94%,93%,95%,96%,96%,94%,94%,96%,95%,95%,96%,85%,,,,,,,,,,,,
