year,DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18
2019,17K246,M.S. 246 WALT WHITMAN,50%,88%,87%,95%,89%,92%,93%,91%,92%,93%,95%,95%,95%,98%,94%,97%,95%,95%,85%
2019,17K249,P.S. 249 THE CATON,94%,95%,96%,98%,95%,98%,97%,96%,96%,96%,94%,95%,96%,95%,98%,95%,97%,98%,94%
2019,17K289,P.S. 289 GEORGE V. BROWER,21%,92%,95%,97%,92%,94%,94%,93%,92%,95%,93%,93%,91%,91%,97%,93%,95%,95%,93%
2019,17K316,P.S. 316 ELIJAH STROUD,45%,87%,91%,96%,92%,97%,94%,93%,93%,94%,90%,92%,96%,97%,93%,92%,92%,94%,93%
2019,17K340,I.S. 340,48%,90%,88%,97%,94%,97%,98%,97%,93%,99%,96%,93%,99%,99%,98%,97%,98%,92%,89%
2019,17K352,EBBETS FIELD MIDDLE SCHOOL,98%,97%,96%,97%,96%,96%,72%,70%,72%,97%,76%,96%,72%,91%,92%,99%,97%,99%,91%
2019,17K353,ELIJAH STROUD MIDDLE SCHOOL,44%,87%,91%,93%,89%,97%,99%,96%,94%,92%,95%,95%,100%,100%,95%,96%,92%,91%,88%
2019,17K354,THE SCHOOL OF INTEGRATED LEARNING,96%,97%,98%,98%,99%,99%,99%,99%,99%,99%,99%,98%,99%,99%,100%,99%,99%,99%,97%
2019,17K375,P.S. 375 JACKIE ROBINSON SCHOOL,51%,87%,88%,94%,89%,94%,93%,91%,93%,94%,87%,90%,94%,94%,92%,92%,90%,90%,91%
2019,17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,7%,82%,86%,95%,73%,95%,82%,86%,86%,85%,90%,75%,89%,80%,85%,95%,94%,94%,90%
2019,17K394,M.S. K394,53%,89%,93%,99%,92%,97%,95%,92%,93%,97%,91%,90%,93%,94%,95%,96%,92%,96%,83%
2019,17K397,P.S. 397 FOSTER-LAURIE,78%,95%,97%,97%,97%,97%,98%,97%,98%,96%,97%,96%,97%,97%,97%,100%,99%,99%,93%
2019,17K398,P.S. 398 WALTER WEAVER,72%,93%,94%,97%,91%,97%,95%,93%,95%,95%,94%,94%,94%,96%,96%,96%,92%,93%,91%
2019,17K399,P.S. 399 STANLEY EUGENE CLARK,65%,92%,92%,97%,93%,97%,96%,92%,92%,95%,92%,92%,95%,95%,94%,96%,91%,94%,89%
2019,17K408,ACADEMY OF HOSPITALITY AND TOURISM,84%,97%,94%,96%,97%,99%,96%,96%,95%,94%,96%,98%,97%,96%,99%,98%,95%,92%,64%
2019,17K467,ERASMUS YABC,3%,,,,,,,,,,,,,,,,,,
2019,17K484,RONALD EDMONDS LEARNING CENTER II,46%,99%,99%,100%,99%,100%,99%,100%,99%,97%,99%,100%,99%,96%,100%,99%,99%,100%,92%
2019,17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,18%,95%,93%,95%,94%,93%,96%,94%,93%,96%,94%,96%,96%,94%,96%,98%,100%,98%,96%
2019,17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,67%,96%,93%,97%,95%,99%,75%,74%,72%,97%,73%,94%,75%,79%,98%,93%,95%,96%,93%
2019,17K531,"SCHOOL FOR HUMAN RIGHTS, THE",51%,91%,89%,95%,93%,97%,97%,94%,95%,96%,96%,96%,96%,95%,96%,95%,96%,97%,82%
2019,17K532,NEW BRIDGES ELEMENTARY,62%,99%,98%,99%,99%,100%,99%,99%,99%,99%,99%,98%,99%,99%,99%,100%,98%,99%,95%
2019,17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,39%,92%,91%,97%,96%,96%,96%,94%,95%,95%,94%,95%,97%,97%,94%,96%,94%,96%,83%
2019,17K539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,35%,96%,93%,99%,96%,96%,97%,96%,92%,95%,94%,94%,98%,98%,94%,99%,96%,98%,90%
2019,17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",87%,98%,99%,99%,98%,99%,99%,99%,98%,100%,100%,99%,100%,100%,99%,99%,100%,100%,100%
2019,17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,42%,89%,89%,97%,92%,96%,94%,92%,93%,95%,91%,94%,95%,95%,93%,96%,95%,97%,84%
2019,17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,46%,87%,88%,97%,89%,97%,96%,95%,96%,95%,94%,90%,95%,99%,94%,97%,94%,94%,77%
2019,17K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE,11%,80%,82%,96%,89%,96%,93%,86%,86%,100%,92%,85%,91%,85%,91%,84%,81%,88%,81%
2019,17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,36%,92%,90%,97%,95%,97%,97%,92%,92%,97%,95%,97%,97%,97%,100%,97%,100%,97%,79%
2019,17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,54%,91%,91%,96%,93%,98%,96%,95%,94%,96%,95%,92%,96%,97%,98%,94%,96%,96%,97%
2019,17K600,CLARA BARTON HIGH SCHOOL,23%,81%,80%,94%,84%,92%,93%,88%,85%,95%,90%,89%,94%,92%,84%,91%,91%,92%,80%
2019,17K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,13%,100%,100%,100%,96%,100%,96%,96%,96%,95%,89%,90%,95%,95%,76%,100%,100%,100%,100%
2019,17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,64%,87%,89%,95%,91%,97%,95%,87%,85%,94%,90%,92%,95%,94%,98%,95%,86%,91%,94%
2019,17K722,NEW HEIGHTS MIDDLE SCHOOL,57%,96%,96%,97%,97%,98%,98%,97%,98%,98%,98%,98%,99%,99%,98%,97%,95%,98%,95%
2019,17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,46%,92%,90%,95%,92%,98%,89%,89%,90%,97%,90%,96%,96%,95%,98%,95%,98%,98%,84%
2019,17K751,ACADEMY FOR HEALTH CAREERS,13%,85%,86%,97%,91%,94%,97%,88%,86%,94%,84%,94%,85%,85%,97%,91%,91%,91%,86%
2019,17K770,P.S. 770 NEW AMERICAN ACADEMY,75%,93%,93%,99%,94%,100%,89%,88%,90%,97%,88%,92%,94%,94%,96%,96%,94%,97%,95%
2019,18K066,P.S. 66,27%,86%,93%,98%,89%,98%,92%,90%,93%,95%,89%,91%,92%,92%,93%,92%,93%,95%,94%
2019,18K068,I.S. 068 ISAAC BILDERSEE,22%,89%,82%,95%,94%,96%,96%,95%,93%,98%,92%,96%,98%,98%,96%,100%,98%,96%,89%
2019,18K114,P.S. 114 RYDER ELEMENTARY,50%,94%,96%,95%,93%,97%,94%,94%,95%,95%,93%,93%,96%,95%,99%,97%,96%,96%,92%
2019,18K115,P.S. 115 DANIEL MUCATEL SCHOOL,49%,94%,96%,98%,96%,98%,97%,97%,97%,98%,96%,96%,97%,97%,98%,97%,97%,97%,93%
2019,18K135,P.S. 135 SHELDON A. BROOKNER,57%,82%,88%,93%,90%,93%,94%,92%,92%,91%,89%,90%,94%,94%,92%,92%,87%,91%,84%
2019,18K208,P.S. 208 ELSA EBELING,47%,94%,91%,99%,95%,99%,96%,92%,91%,93%,92%,92%,95%,94%,89%,93%,94%,96%,94%
2019,18K211,I.S. 211 JOHN WILSON,7%,88%,100%,100%,92%,100%,100%,92%,88%,96%,88%,95%,100%,100%,88%,96%,92%,100%,100%
2019,18K219,P.S. 219 KENNEDY-KING,37%,90%,95%,97%,92%,98%,98%,93%,94%,93%,91%,91%,91%,94%,93%,93%,91%,94%,89%
2019,18K233,P.S. 233 LANGSTON HUGHES,58%,90%,91%,96%,94%,98%,98%,98%,99%,97%,95%,95%,98%,98%,99%,98%,93%,95%,92%
2019,18K235,P.S. 235 JANICE MARIE KNIGHT SCHOOL,36%,86%,90%,96%,90%,99%,95%,93%,94%,96%,94%,93%,95%,94%,97%,95%,94%,95%,92%
2019,18K244,P.S. 244 RICHARD R. GREEN,52%,93%,93%,96%,90%,96%,90%,89%,88%,96%,86%,92%,91%,94%,92%,95%,95%,97%,91%
2019,18K268,P.S. 268 EMMA LAZARUS,31%,95%,98%,99%,95%,99%,95%,92%,94%,97%,96%,97%,96%,96%,96%,98%,96%,99%,95%
2019,18K272,P.S. 272 CURTIS ESTABROOK,61%,90%,92%,96%,94%,96%,95%,96%,95%,95%,92%,93%,94%,94%,95%,97%,94%,97%,90%
2019,18K276,P.S. 276 LOUIS MARSHALL,67%,90%,92%,95%,93%,97%,96%,96%,95%,93%,94%,90%,94%,95%,96%,95%,94%,95%,89%
2019,18K279,P.S. 279 HERMAN SCHREIBER,58%,93%,95%,97%,94%,99%,94%,94%,94%,96%,92%,95%,96%,96%,96%,96%,92%,97%,90%
2019,18K285,I.S. 285 MEYER LEVIN,30%,82%,89%,95%,87%,95%,96%,94%,94%,93%,93%,93%,95%,95%,93%,92%,93%,92%,88%
2019,18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,86%,93%,93%,96%,94%,98%,98%,97%,97%,97%,98%,97%,98%,97%,98%,97%,97%,96%,91%
2019,18K563,IT TAKES A VILLAGE ACADEMY,28%,73%,79%,86%,83%,86%,85%,81%,82%,85%,81%,80%,79%,83%,80%,82%,83%,83%,81%
2019,18K566,BROOKLYN GENERATION SCHOOL,31%,92%,94%,100%,98%,100%,96%,96%,100%,100%,100%,96%,100%,100%,98%,96%,93%,100%,90%
2019,18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,47%,82%,84%,87%,86%,88%,83%,84%,86%,88%,83%,86%,87%,86%,85%,84%,89%,87%,81%
2019,18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,26%,85%,87%,96%,93%,96%,97%,94%,96%,97%,96%,93%,100%,98%,96%,94%,90%,97%,86%
2019,18K576,VICTORY COLLEGIATE HIGH SCHOOL,9%,93%,89%,97%,93%,97%,97%,96%,93%,93%,93%,100%,100%,96%,96%,96%,93%,100%,79%
2019,18K578,BROOKLYN BRIDGE ACADEMY,87%,100%,100%,100%,100%,100%,100%,100%,100%,99%,100%,99%,100%,100%,86%,100%,100%,99%,97%
2019,18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,35%,88%,88%,93%,83%,94%,86%,84%,82%,88%,83%,89%,87%,89%,94%,94%,91%,94%,87%
2019,18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,30%,96%,98%,96%,93%,98%,96%,94%,94%,98%,98%,94%,98%,98%,96%,94%,98%,96%,87%
2019,18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,4%,100%,100%,100%,100%,100%,100%,100%,100%,89%,88%,88%,88%,88%,88%,100%,100%,100%,100%
2019,18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,29%,87%,88%,98%,94%,97%,96%,91%,91%,95%,91%,98%,94%,93%,92%,96%,93%,97%,88%
2019,18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,23%,98%,99%,99%,98%,99%,100%,99%,99%,98%,99%,100%,100%,100%,100%,100%,99%,98%,99%
2019,18K635,OLYMPUS ACADEMY,42%,94%,93%,96%,94%,99%,99%,99%,99%,91%,99%,96%,96%,89%,99%,100%,92%,93%,58%
2019,18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,73%,99%,99%,100%,100%,99%,99%,100%,99%,99%,99%,98%,99%,99%,99%,100%,100%,100%,85%
2019,18K642,URBAN ACTION ACADEMY,26%,88%,82%,92%,90%,92%,92%,88%,86%,89%,87%,86%,84%,86%,91%,94%,87%,87%,79%
2019,18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,18%,96%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,100%,100%,100%,100%,93%
2019,18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,40%,92%,94%,99%,96%,100%,99%,100%,100%,98%,96%,99%,99%,98%,100%,99%,98%,99%,94%
2019,18K922,SOUTH SHORE EDUCATIONAL COMPLEX YABC,58%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
2019,19K007,P.S. 007 ABRAHAM LINCOLN,88%,96%,97%,98%,96%,98%,98%,97%,97%,98%,97%,97%,98%,98%,98%,99%,98%,98%,95%
2019,19K013,P.S. 013 ROBERTO CLEMENTE,82%,97%,96%,97%,97%,97%,95%,96%,96%,97%,96%,98%,97%,96%,97%,96%,98%,98%,95%
2019,19K065,P.S. 065,100%,97%,98%,100%,98%,99%,99%,99%,99%,99%,98%,99%,99%,99%,99%,98%,99%,100%,97%
2019,19K089,P.S. 089 CYPRESS HILLS,84%,96%,99%,99%,99%,100%,98%,98%,99%,98%,97%,98%,97%,99%,99%,98%,100%,100%,94%
2019,19K108,P.S. 108 SAL ABBRACCIAMENTO,100%,98%,97%,98%,97%,99%,98%,97%,97%,98%,96%,98%,97%,98%,98%,98%,98%,98%,94%
2019,19K149,P.S. 149 DANNY KAYE,83%,93%,95%,96%,94%,96%,95%,94%,95%,93%,92%,95%,93%,95%,96%,97%,96%,97%,92%
2019,19K158,P.S. 158 WARWICK,30%,84%,90%,90%,89%,91%,85%,81%,82%,87%,79%,88%,81%,84%,87%,92%,92%,91%,89%
2019,19K159,P.S. 159 ISAAC PITKIN,57%,90%,92%,98%,91%,95%,97%,94%,94%,96%,94%,92%,94%,92%,94%,94%,93%,94%,88%
2019,19K171,I.S. 171 ABRAHAM LINCOLN,44%,81%,88%,92%,92%,95%,94%,92%,91%,92%,92%,92%,93%,94%,91%,97%,95%,93%,90%
2019,19K190,P.S. 190 SHEFFIELD,34%,90%,98%,100%,100%,100%,100%,95%,95%,100%,90%,98%,95%,92%,100%,95%,98%,100%,88%
2019,19K202,P.S. 202 ERNEST S. JENKYNS,100%,98%,98%,98%,98%,98%,98%,98%,98%,99%,98%,99%,99%,98%,100%,99%,98%,98%,97%
2019,19K213,P.S. 213 NEW LOTS,55%,88%,88%,94%,92%,93%,92%,91%,92%,93%,94%,92%,96%,94%,94%,94%,94%,98%,84%
2019,19K214,P.S. 214 MICHAEL FRIEDSAM,50%,92%,96%,98%,95%,97%,96%,95%,95%,98%,93%,93%,94%,94%,96%,96%,97%,99%,90%
2019,19K218,J.H.S. 218 JAMES P. SINNOTT,33%,89%,89%,96%,94%,95%,96%,94%,95%,90%,92%,87%,92%,95%,88%,96%,94%,95%,87%
2019,19K224,P.S. 224 HALE A. WOODRUFF,63%,89%,90%,96%,92%,94%,93%,89%,89%,93%,88%,91%,92%,91%,92%,94%,88%,93%,90%
2019,19K273,P.S. 273 WORTMAN,65%,94%,94%,96%,93%,97%,97%,93%,96%,94%,92%,92%,94%,93%,93%,96%,96%,97%,95%
2019,19K290,P.S. 290 JUAN MOREL CAMPOS,46%,94%,95%,97%,95%,96%,96%,93%,94%,96%,93%,95%,95%,94%,97%,96%,95%,97%,87%
2019,19K292,J.H.S. 292 MARGARET S. DOUGLAS,59%,85%,89%,93%,89%,91%,94%,94%,94%,92%,92%,93%,95%,94%,94%,93%,95%,96%,84%
2019,19K306,P.S. 306 ETHAN ALLEN,77%,93%,92%,98%,96%,96%,96%,96%,95%,96%,93%,94%,96%,96%,97%,95%,94%,95%,92%
2019,19K325,THE FRESH CREEK SCHOOL,95%,88%,86%,93%,88%,96%,89%,86%,87%,90%,87%,89%,92%,92%,90%,90%,88%,93%,94%
2019,19K328,P.S. 328 PHYLLIS WHEATLEY,91%,93%,94%,97%,93%,97%,93%,91%,91%,95%,90%,97%,92%,92%,97%,96%,95%,96%,90%
2019,19K345,P.S. 345 PATROLMAN ROBERT BOLDEN,84%,96%,94%,95%,96%,97%,94%,94%,94%,97%,93%,97%,94%,94%,97%,98%,96%,96%,97%
2019,19K346,P.S. 346 ABE STARK,63%,95%,97%,97%,96%,98%,96%,92%,93%,97%,93%,93%,96%,96%,94%,98%,96%,99%,94%
2019,19K364,I.S. 364 GATEWAY,53%,90%,86%,98%,96%,98%,97%,94%,95%,95%,96%,94%,96%,96%,96%,95%,93%,95%,93%
2019,19K404,ACADEMY FOR YOUNG WRITERS,14%,93%,91%,94%,91%,99%,94%,91%,93%,94%,93%,90%,94%,92%,94%,100%,94%,97%,97%
2019,19K409,EAST NEW YORK FAMILY ACADEMY,45%,90%,89%,97%,92%,98%,99%,97%,98%,95%,96%,96%,98%,98%,95%,93%,94%,95%,89%
2019,19K422,SPRING CREEK COMMUNITY SCHOOL,19%,91%,87%,96%,92%,98%,92%,93%,94%,94%,85%,90%,97%,95%,95%,95%,95%,99%,93%
2019,19K431,THOMAS JEFFERSON YABC,6%,86%,100%,100%,100%,100%,100%,100%,100%,67%,70%,70%,60%,60%,67%,100%,100%,100%,90%
2019,19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,98%,96%,96%,99%,96%,100%,99%,99%,99%,99%,98%,97%,99%,99%,96%,98%,98%,98%,91%
2019,19K501,FRANKLIN K. LANE CAMPUS YABC,82%,97%,83%,89%,85%,86%,86%,87%,90%,98%,99%,90%,98%,97%,89%,96%,98%,96%,93%
2019,19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,18%,86%,91%,98%,93%,91%,95%,93%,91%,98%,95%,95%,95%,93%,95%,98%,93%,98%,91%
2019,19K504,HIGH SCHOOL FOR CIVIL RIGHTS,32%,82%,90%,100%,90%,98%,97%,92%,92%,91%,87%,86%,91%,93%,91%,92%,92%,95%,80%
2019,19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,56%,88%,87%,93%,88%,93%,94%,93%,91%,92%,93%,93%,94%,94%,93%,97%,95%,96%,85%
2019,19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,38%,91%,92%,95%,94%,94%,95%,94%,96%,94%,93%,95%,94%,97%,97%,97%,99%,99%,71%
2019,19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,70%,94%,95%,94%,94%,93%,94%,94%,94%,93%,93%,94%,95%,95%,93%,96%,92%,96%,93%
2019,19K583,MULTICULTURAL HIGH SCHOOL,40%,92%,91%,99%,98%,97%,99%,97%,99%,95%,98%,96%,96%,96%,96%,96%,98%,99%,88%
2019,19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,27%,89%,90%,96%,92%,96%,95%,93%,94%,95%,94%,93%,94%,95%,94%,95%,94%,97%,89%
2019,19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,16%,90%,95%,98%,95%,97%,94%,95%,95%,92%,92%,94%,95%,93%,98%,97%,95%,97%,87%
2019,19K639,BROOKLYN LAB SCHOOL,28%,90%,89%,96%,93%,95%,95%,93%,91%,93%,92%,89%,94%,93%,89%,92%,90%,94%,86%
2019,19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,64%,90%,92%,97%,93%,95%,95%,96%,95%,97%,94%,94%,93%,93%,96%,97%,95%,95%,78%
2019,19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,18%,92%,94%,100%,100%,98%,100%,98%,98%,96%,96%,98%,98%,96%,100%,100%,100%,100%,92%
2019,19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,39%,92%,93%,96%,94%,96%,96%,93%,93%,93%,91%,95%,92%,92%,91%,92%,95%,95%,79%
2019,19K661,VISTA ACADEMY,38%,92%,91%,96%,94%,95%,97%,96%,94%,94%,92%,90%,94%,95%,96%,95%,95%,97%,85%
2019,19K662,LIBERTY AVENUE MIDDLE SCHOOL,71%,91%,93%,96%,95%,98%,97%,97%,96%,96%,97%,95%,97%,97%,98%,98%,97%,98%,90%
2019,19K663,SCHOOL OF THE FUTURE BROOKLYN,78%,96%,98%,96%,96%,97%,97%,96%,96%,96%,97%,95%,96%,97%,95%,98%,98%,97%,97%
2019,19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,67%,93%,95%,98%,94%,98%,98%,97%,97%,96%,97%,96%,98%,98%,96%,98%,96%,95%,97%
2019,19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,100%,98%,97%,100%,99%,99%,99%,100%,99%,99%,99%,98%,99%,99%,97%,98%,98%,99%,97%
2019,19K683,SCHOOL FOR CLASSICS HIGH SCHOOL,38%,95%,93%,100%,98%,100%,100%,99%,99%,100%,99%,94%,99%,99%,100%,99%,95%,96%,80%
2019,19K760,HIGHLAND PARK COMMUNITY SCHOOL,69%,90%,92%,93%,93%,95%,93%,93%,93%,94%,93%,91%,95%,96%,91%,95%,92%,93%,91%
2019,19K764,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,42%,93%,92%,99%,94%,97%,98%,96%,98%,94%,93%,95%,97%,96%,98%,98%,95%,97%,84%
2019,19K907,M.S. 907,78%,91%,90%,97%,90%,97%,94%,97%,97%,97%,94%,97%,97%,94%,100%,100%,90%,100%,94%
2019,20K030,P.S./I.S. 30 MARY WHITE OVINGTON,52%,90%,88%,95%,92%,94%,96%,95%,95%,93%,94%,90%,94%,93%,96%,94%,94%,93%,85%
2019,20K048,P.S. 048 MAPLETON,86%,96%,95%,98%,95%,97%,97%,96%,95%,98%,96%,97%,96%,96%,98%,97%,96%,97%,94%
2019,20K062,J.H.S. 062 DITMAS,72%,84%,85%,96%,89%,94%,94%,92%,92%,91%,91%,90%,94%,93%,93%,93%,94%,93%,76%
2019,20K069,P.S. 69 VINCENT D. GRIPPO SCHOOL,100%,98%,97%,100%,99%,99%,99%,99%,99%,99%,99%,99%,99%,99%,100%,99%,98%,99%,92%
2019,20K102,P.S. 102 THE BAYVIEW,78%,91%,91%,96%,93%,95%,96%,95%,96%,95%,94%,91%,96%,96%,97%,96%,95%,96%,90%
2019,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,95%,84%,88%,96%,89%,96%,96%,96%,96%,93%,93%,92%,93%,93%,96%,94%,92%,93%,83%
2019,20K105,P.S. 105 THE BLYTHEBOURNE,98%,99%,99%,99%,99%,100%,99%,99%,99%,99%,99%,99%,99%,99%,99%,99%,99%,99%,98%
2019,20K112,P.S. 112 LEFFERTS PARK,97%,97%,96%,98%,97%,97%,97%,96%,97%,98%,96%,96%,98%,98%,98%,98%,97%,98%,92%
2019,20K127,P.S. 127 MCKINLEY PARK,97%,98%,97%,98%,98%,98%,98%,99%,98%,98%,97%,98%,98%,98%,98%,98%,97%,97%,96%
2019,20K160,P.S. 160 WILLIAM T. SAMPSON,100%,98%,98%,98%,98%,98%,98%,99%,98%,98%,98%,98%,98%,98%,99%,96%,97%,98%,94%
2019,20K163,P.S. 163 BATH BEACH,36%,90%,94%,98%,93%,98%,96%,97%,95%,95%,92%,91%,94%,93%,94%,96%,97%,98%,93%
2019,20K164,P.S. 164 CAESAR RODNEY,100%,90%,91%,92%,92%,93%,91%,92%,93%,93%,92%,93%,93%,94%,94%,97%,97%,97%,92%
2019,20K170,RALPH A. FABRIZIO SCHOOL,95%,98%,98%,99%,98%,99%,98%,98%,98%,97%,96%,97%,98%,98%,98%,99%,97%,98%,95%
2019,20K176,P.S. 176 OVINGTON,100%,95%,97%,99%,97%,98%,98%,98%,98%,99%,98%,97%,99%,98%,99%,98%,97%,98%,91%
2019,20K179,P.S. 179 KENSINGTON,86%,89%,89%,96%,92%,94%,96%,96%,94%,94%,94%,94%,96%,96%,96%,95%,92%,91%,86%
2019,20K180,THE SEEALL ACADEMY,57%,91%,94%,97%,95%,96%,98%,96%,97%,96%,96%,95%,97%,98%,97%,97%,97%,98%,90%
2019,20K185,P.S. 185 WALTER KASSENBROCK,93%,88%,91%,96%,88%,96%,93%,90%,91%,93%,88%,93%,92%,92%,98%,87%,94%,94%,89%
2019,20K186,P.S. 186 DR. IRVING A GLADSTONE,95%,96%,96%,99%,98%,98%,98%,98%,98%,98%,97%,98%,97%,98%,99%,98%,97%,97%,93%
2019,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,56%,91%,93%,97%,95%,98%,97%,97%,97%,95%,96%,93%,97%,97%,99%,97%,97%,97%,88%
2019,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,68%,92%,95%,99%,95%,99%,96%,95%,97%,97%,94%,97%,96%,96%,98%,98%,99%,99%,91%
2019,20K200,P.S. 200 BENSON SCHOOL,68%,86%,90%,96%,86%,95%,92%,90%,91%,95%,89%,90%,91%,89%,95%,94%,92%,95%,88%
2019,20K201,J.H.S. 201 THE DYKER HEIGHTS,93%,88%,89%,97%,93%,96%,97%,96%,96%,94%,94%,94%,96%,95%,96%,96%,96%,97%,76%
2019,20K204,P.S. 204 VINCE LOMBARDI,92%,96%,96%,98%,96%,97%,98%,96%,96%,98%,97%,96%,97%,96%,98%,98%,97%,97%,92%
2019,20K205,P.S. 205 CLARION,85%,94%,95%,98%,95%,98%,97%,96%,96%,98%,97%,96%,97%,96%,98%,97%,96%,97%,90%
2019,20K220,J.H.S. 220 JOHN J. PERSHING,60%,91%,92%,98%,92%,97%,97%,95%,95%,95%,95%,95%,95%,95%,91%,94%,95%,98%,76%
2019,20K223,J.H.S. 223 THE MONTAUK,55%,89%,91%,96%,93%,95%,97%,95%,95%,95%,96%,93%,97%,95%,97%,95%,95%,96%,73%
2019,20K227,J.H.S. 227 EDWARD B. SHALLOW,58%,88%,88%,97%,93%,95%,96%,96%,96%,94%,94%,94%,95%,93%,95%,95%,96%,96%,81%
2019,20K229,P.S. 229 DYKER,78%,91%,92%,98%,93%,98%,98%,97%,97%,95%,95%,94%,97%,96%,97%,96%,94%,94%,89%
2019,20K247,P.S. 247 BROOKLYN,84%,93%,94%,97%,95%,96%,98%,98%,98%,97%,98%,95%,98%,96%,98%,96%,96%,97%,87%
2019,20K259,J.H.S. 259 WILLIAM MCKINLEY,81%,87%,88%,96%,91%,95%,97%,95%,96%,94%,94%,93%,96%,96%,97%,95%,96%,95%,76%
2019,20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,94%,88%,91%,97%,91%,98%,91%,88%,89%,93%,88%,94%,91%,91%,99%,96%,92%,94%,88%
2019,20K310,THE SCHOOL FOR FUTURE LEADERS,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,99%,100%,100%,98%,99%,98%
2019,20K445,NEW UTRECHT HIGH SCHOOL,8%,85%,86%,96%,89%,96%,94%,94%,94%,97%,94%,91%,93%,94%,94%,94%,93%,94%,75%
2019,20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY,22%,90%,92%,98%,94%,98%,98%,96%,98%,97%,96%,94%,97%,95%,97%,96%,96%,98%,83%
2019,20K490,FORT HAMILTON HIGH SCHOOL,26%,79%,78%,93%,84%,94%,93%,92%,92%,91%,89%,87%,93%,91%,91%,91%,93%,93%,74%
2019,20K503,P.S. 503: THE SCHOOL OF DISCOVERY,86%,96%,97%,98%,97%,97%,98%,97%,97%,97%,97%,97%,97%,98%,98%,98%,99%,98%,95%
2019,20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,31%,83%,84%,94%,88%,96%,95%,92%,90%,94%,90%,90%,93%,90%,90%,94%,94%,94%,66%
2019,20K506,P.S. 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY,65%,93%,97%,98%,96%,97%,98%,97%,97%,97%,96%,96%,96%,97%,98%,96%,97%,97%,93%
